,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
229,Lokimo,TravelTech,B2B2C,6,? 28.4K,? 22.8K,2017,www.lokimo.ee
230,Nevercode,Business,B2B,20,? 28.3K,? 94.6K,2015,https://codemagic.io
231,,software & HR,,,,,,
232,Bob W,TravelTech,"B2B, B2C",11,? 28K,? 34.4K,2018,bobw.co
233,Cachet,FinTech,B2B2C,7,? 27.5K,-,2018,www.cachet.me
234,Teamscope,Business,B2B,7,? 27.3K,? 18.6K,2015,https://teamscope.io
235,,software & HR,,,,,,
236,Rexplorer,CleanTech,"B2B, B2C",7,? 27.2K,? 45.6K,2020,https://www.rexplorer.ee/
237,EFENCO,CleanTech,B2B,7,? 27K,? 52.5K,2015,efenco.eu
238,99math,EdTech,"B2C,",8,? 25.9K,-,2019,www.99math.com
239,,,B2B2C,,,,,
240,ViisTek Media OU,AdTech &,"B2C,",6,? 25.6K,? 400.2K,2012,http://www.viistek.com/
241,,Creative Tech,B2B2C,,,,,
242,ProBit Exchange,FinTech,"B2B, B2C",8,? 25.6K,-,2020,www.probit.com
243,Teamweek,Business,-,3,? 25.4K,? 398.2K,2017,https://teamweek.com/
244,,software & HR,,,,,,
245,Income,FinTech,"B2B, B2C",8,? 25.3K,? 125.6K,2020,www.getincome.com
246,Mobinner,AdTech &,"B2B, B2C",8,? 25.3K,? 854.6K,2017,https://mobinner.com
247,,Creative Tech,,,,,,
248,UBIK Solutions,CleanTech,"B2B, B2C,",9,? 24.9K,? 54K,2011,www.ubiksolutions.eu
249,,,B2B2C,,,,,
250,Liigu,TravelTech,B2C,12,? 24.7K,? 875.7K,2021,https://liigu.me
251,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
252,,,model,count 2Q,taxes 2Q,2Q,founded,
253,Companio (formerly Your,Business,B2B,8,? 24.4K,? 271.9K,2018,https://companio.co
254,Company In Estonia),software & HR,,,,,,
255,Hepta,CleanTech,B2B,30,? 24.3K,? 151.3K,2017,https://heptaairborne.com
256,REBELROAM OU,CyberTech,"B2B,",16,? 24.3K,? 397.7K,2015,www.rebelroam.com
257,,,B2B2C,,,,,
258,HUGO.legal,Business,"B2B, C2C",24,? 24.2K,? 252.7K,2015,www.hugo.legal
259,,software & HR,,,,,,
260,Remato,PropTech &,B2B,7,? 24.1K,? 27.2K,2018,https://remato.com
261,,Construction,,,,,,
262,Lydian,AdTech &,"B2B,",8,? 23.9K,? 65K,2018,getlydian.com
263,,Creative Tech,B2B2C,,,,,
264,Thinnect,Communication,B2B,13,? 23.4K,? 84.2K,2015,www.thinnect.com
265,Bikeep,Transportation,"B2B, B2G,",13,? 23.3K,? 228.6K,2012,http://bikeep.com
266,,& Logistics,B2B2C,,,,,
267,3Commas,FinTech,"B2B, B2C,",5,? 23.2K,? 549.2K,2016,https://3commas.io/
268,,,B2B2C,,,,,
269,Elsavie,"HealthTech, Life","B2B, B2C",8,? 23K,? 82.7K,2020,www.elsavie.com
270,,sciences &,,,,,,
271,,Wellness,,,,,,
272,Machineric,Business,B2B,8,? 22.9K,? 14K,2020,https://machineric.com
273,,software & HR,,,,,,
274,UpSteam,CleanTech,"B2B, B2C",33,? 22.7K,? 102.2K,2017,https://www.upsteam.ee/eng.html
275,FoodDocs,AgTech &,B2B,9,? 21.5K,? 22.9K,2017,www.fooddocs.com
276,,FoodTech,,,,,,
277,Hanse Digital Access,FinTech,B2B2C,8,? 21.2K,-,2018,www.hansedigitalaccess.com
278,Siffi,"HealthTech, Life","B2B,",7,? 21K,? 111.4K,2018,www.siffi.com
279,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
280,,,model,count 2Q,taxes 2Q,2Q,founded,
281,Videolevels OU,Consumer,B2B,4,? 20.9K,? 139.9K,2016,www.videolevels.com
282,,products and,,,,,,
283,,services,,,,,,
284,Resys,FinTech,-,6,? 20.9K,? 240.3K,2016,http://www.resys.io/
285,Patchstack,CyberTech,B2B,4,? 20.7K,? 72.2K,2017,https://www.patchstack.com/
286,Parcelfellow,Transportation,B2B2C,11,? 20.3K,? 222.9K,2014,www.parcelfellows.com
287,,& Logistics,,,,,,
288,VideoCV OU,Business,B2B,7,? 20.3K,? 15.6K,2016,https://videocv.io/en
289,,software & HR,,,,,,
290,REXR,Gaming,"B2B, B2C",2,? 19.5K,? 3.9K,2018,www.rexr.io
291,Optofluid Technologies,"HealthTech, Life",-,-,? 19.1K,-,2012,http://www.optofluidtech.com/
292,,sciences &,,,,,,
293,,Wellness,,,,,,
294,Marduk Technologies,SpaceTech,"B2B, B2G",8,? 18.6K,? 26K,2016,www.marduk.ee
295,Dexatel,Communication,"B2B,",3,? 18.1K,? 6.6M,2015,https://dexatel.com/
296,,,B2B2C,,,,,
297,shoproller,AdTech &,-,4,? 18K,? 73K,2012,http://www.shoproller.ee/
298,,Creative Tech,,,,,,
299,Vegvisir,Advanced,"B2B, B2G",1,? 17.5K,? 65.9K,2021,https://vegvisir.ee
300,,Manufacturing,,,,,,
301,,& Industry,,,,,,
302,Promoty,AdTech &,B2B,8,? 17.5K,? 19.1K,2017,https://www.promoty.io
303,,Creative Tech,,,,,,
304,HUUM,Consumer,-,12,? 17.4K,? 394K,2013,http://huum.eu/
305,,products and,,,,,,
306,,services,,,,,,
307,InfraFly,Business,B2B,4,? 17K,? 1.1K,2017,https://oms.infrafly.ee/
308,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
309,,,model,count 2Q,taxes 2Q,2Q,founded,
310,FanSifter,AdTech &,B2B,2,? 17K,? 3.4K,2019,https://fansifter.com/
311,,Creative Tech,,,,,,
312,Omniwire Estonia,FinTech,B2B2C,9,? 16.9K,-,2020,omniwire.com
313,Worksup,AdTech &,"B2B, B2G",5,? 16.8K,? 53K,2018,https://www.worksup.com/
314,,Creative Tech,,,,,,
315,Speys,Transportation,B2B,6,? 16.7K,? 888.4K,2016,https://www.speys.com/
316,,& Logistics,,,,,,
317,hi.com,FinTech,"B2B, B2C,",6,? 16.6K,? 830.1K,2020,hi.com
318,,,B2B2C,,,,,
319,Salto X,FinTech,B2B2C,4,? 16.5K,? 60.3K,2021,www.saltox.co
320,Envoice,FinTech,-,8,? 16.4K,? 52.1K,2015,https://envoice.eu/et/
321,Gridio,CleanTech,"B2C,",5,? 16.3K,? 17.6K,2018,https://gridio.io/en
322,,,B2B2C,,,,,
323,NEURISIUM,Advanced,B2B,5,? 16.2K,? 77.6K,2017,www.neurisium.com
324,,Manufacturing,,,,,,
325,,& Industry,,,,,,
326,Bladestorm,Gaming,B2C,2,? 16K,? 350.3K,2020,bladestorm.org
327,ProcurementFlow.com,Business,B2B,3,? 15.8K,? 8.9K,2019,https://www.procurementflow.com/
328,,software & HR,,,,,,
329,Aeon Must Die! by,Gaming,"B2B, B2C,",13,? 15.8K,-,2016,http://limestone-games.com
330,Limestone Games Plc,,B2B2C,,,,,
331,WePower,CleanTech,-,2,? 15.6K,-,2018,https://wepower.network/
332,Rendin,PropTech &,"B2C,",5,? 15.3K,? 3.3K,2019,www.rendin.co
333,,Construction,B2B2C,,,,,
334,Hausing,PropTech &,"B2B, B2C,",5,? 15.2K,? 8.8K,2017,www.hausing.ee
335,,Construction,B2B2C,,,,,
336,Modash,AdTech &,B2B,6,? 15.1K,? 600,2018,https://www.modash.io/
337,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
338,,,model,count 2Q,taxes 2Q,2Q,founded,
339,,Creative Tech,,,,,,
340,Mothership,FinTech,"B2B, B2C",3,? 15.1K,? 6.8K,2017,https://mothership.cx
341,Viseven,Business,-,6,? 15K,? 3.7M,2014,https://viseven.com
342,,software & HR,,,,,,
343,Ampher Technologies,CleanTech,B2B2C,7,? 14.9K,? 2.8K,2018,www.amphertech.com
344,Vespia,CyberTech,B2B,7,? 14.9K,? 12.8K,2020,https://vespia.io/
345,Citybee,Transportation,B2C,7,? 14.8K,? 814.6K,2019,www.citybee.ee
346,,& Logistics,,,,,,
347,Gelatex,Advanced,B2B,7,? 14.5K,? 37.9K,2016,www.gelatex.com
348,,Manufacturing,,,,,,
349,,& Industry,,,,,,
350,Modern Mobility,Transportation,"B2G, B2C",8,? 14.4K,? 229.2K,2018,https://www.modernmobility.eu/
351,,& Logistics,,,,,,
352,Wert,FinTech,"B2B,",24,? 14.3K,-,2020,wert.io
353,,,B2B2C,,,,,
354,Mentornaut,EdTech,B2C,9,? 14.1K,? 16.3K,2020,https://mentornaut.ee
355,Excipio,Business,-,3,? 13.8K,? 61.2K,2012,http://www.benuevo.com/
356,,software & HR,,,,,,
357,Paul-Tech,AgTech &,B2B,5,? 13.8K,? 22.3K,2019,https://paul-tech.com/
358,,FoodTech,,,,,,
359,Montonio,FinTech,"B2B,",6,? 13.7K,? 6.5K,2018,https://montonio.com/
360,,,B2B2C,,,,,
361,makeitneutral,CleanTech,"B2B, B2C,",7,? 13.7K,? 10.4K,2021,makeitneutral.org
362,,,B2B2C,,,,,
363,TEXTA OU,Communication,"B2B, B2G",6,? 13.7K,? 73.2K,2016,www.texta.ee
364,Bankish,FinTech,B2B,5,? 13.7K,? 43.6K,2017,www.bankish.eu
365,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
366,,,model,count 2Q,taxes 2Q,2Q,founded,
367,Solarstone,CleanTech,"B2B, B2C,",10,? 13.4K,? 354.9K,2015,https://solarstone.com
368,,,B2B2C,,,,,
369,Supervisely,Business,B2B,3,? 13.3K,? 193.3K,2020,https://supervise.ly
370,,software & HR,,,,,,
371,Synbase,"HealthTech, Life","B2B, B2G",8,? 13.2K,? 525.4K,2016,https://synbase.eu/
372,,sciences &,,,,,,
373,,Wellness,,,,,,
374,Investly,FinTech,B2B,4,? 13.1K,? 54.2K,2014,https://investly.co
375,Upty,Consumer,B2C,20,? 13.1K,-,2018,upty.ee
376,,products and,,,,,,
377,,services,,,,,,
378,Haut.AI,"HealthTech, Life","B2B,",3,? 12.9K,? 161.6K,2018,https://haut.ai/
379,,sciences &,B2B2C,,,,,
380,,Wellness,,,,,,
381,Dermtest OU,"HealthTech, Life","B2B, B2G,",5,? 12.8K,? 12.5K,2013,www.dermtest.com
382,,sciences &,B2B2C,,,,,
383,,Wellness,,,,,,
384,InstaComm,Business,B2B,4,? 12.8K,? 533.7K,2019,https://instacomm.de/
385,,software & HR,,,,,,
386,Triumf Health,"HealthTech, Life",B2B,5,? 12.8K,-,2018,http://triumf.health/
387,,sciences &,,,,,,
388,,Wellness,,,,,,
389,Degritter,Consumer,B2B2C,6,? 12.5K,? 279.7K,2015,https://degritter.com
390,,products and,,,,,,
391,,services,,,,,,
392,guavaHR,Communication,B2B,5,? 12.4K,? 7.2K,2018,www.guavahr.com
393,Crowdestate,FinTech,"B2B, B2C",6,? 12.2K,? 220.9K,2019,www.crowdestate.eu
394,MyDello,Transportation,B2B,4,? 12.1K,? 586K,2018,MyDello.com
395,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
396,,,model,count 2Q,taxes 2Q,2Q,founded,
397,Captain Corrosion,Consumer,-,4,? 12K,? 18.2K,2016,https://captaincorrosion.com/
398,,products and,,,,,,
399,,services,,,,,,
400,BHC Laboratory,CyberTech,-,5,? 11.9K,? 224.3K,2012,https://www.bhclab.com/
401,Yanu,Consumer,"B2B, B2C",3,? 11.8K,-,2018,https://yanu.ai
402,,products and,,,,,,
403,,services,,,,,,
404,Moderan Solutions,PropTech &,B2B,5,? 11.6K,? 19.6K,2015,https://www.moderansolutions.com
405,,Construction,,,,,,
406,Joyixir,Gaming,"B2C,",5,? 11.5K,? 83.6K,2020,https://joyixir.com
407,,,B2B2C,,,,,
408,ExtendLaw OU,Business,B2B,3,? 11.4K,? 86.2K,2016,http://extendlaw.com/
409,,software & HR,,,,,,
410,ConTech,Business,"B2B, B2C",1,? 11.3K,? 97.1K,2020,https://www.consumertech.ee/
411,,software & HR,,,,,,
412,Up Catalyst,CleanTech,B2B,9,? 11.3K,? 2.1K,2019,https://www.upcatalyst.com/
413,Transformative AI OU,"HealthTech, Life",-,2,? 11.3K,? 23.8K,2017,http://transformative.ai/
414,,sciences &,,,,,,
415,,Wellness,,,,,,
416,Transferfast,FinTech,-,1,? 11.2K,? 1.4K,2015,https://transferfast.eu/en/
417,Antegenes,"HealthTech, Life","B2B, B2C,",7,? 11.1K,-,2018,www.antegenes.com
418,,sciences &,B2B2C,,,,,
419,,Wellness,,,,,,
420,Marketing Sharks,AdTech &,-,5,? 11.1K,? 68.1K,2012,http://www.marketingsharks.ee/
421,,Creative Tech,,,,,,
422,RunProperty.com,PropTech &,B2B,4,? 11K,-,2021,https://runproperty.com
423,,Construction,,,,,,
424,CTF Tech,CyberTech,"B2B, B2G,",14,? 10.7K,? 10.8K,2020,www.ctftech.com
425,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
426,,,model,count 2Q,taxes 2Q,2Q,founded,
427,,,"C2C, B2C",,,,,
