,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
77,Car Rental Gateway,TravelTech,B2B,30,? 115.2K,? 277.8K,2016,https://www.carrentalgateway.com/
78,,,,,,,,titanium-mobility/
79,SkySelect,Transportation,B2B,15,? 104.8K,? 318.6K,2017,www.skyselect.com
80,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
81,,,model,count 4Q,taxes 4Q,4Q,founded,
82,eAgronom,AgTech &,B2B,31,? 103.9K,? 133.7K,2016,http://eagronom.com/
83,,FoodTech,,,,,,
84,Jobbatical,Business,B2B2C,14,? 98.1K,? 216.9K,2014,https://jobbatical.com/
85,,software & HR,,,,,,
86,Polybius,FinTech,B2C,18,? 94.3K,? 356.5K,2018,https://osom.finance
87,Auve,Transportation,"B2B,",26,? 94.1K,? 155.7K,2017,auve.tech
88,,& Logistics,B2B2C,,,,,
89,NEXD,AdTech &,"B2B,",19,? 91.9K,? 260.1K,2015,https://nexd.com
90,,Creative Tech,B2B2C,,,,,
91,Hepta,CleanTech,B2B,37,? 91.1K,? 168.9K,2017,https://heptaairborne.com
92,Salv,FinTech,B2B,25,? 89.7K,? 118.1K,2018,www.salv.com
93,meetFrank,Business,"B2B,",18,? 88.6K,? 298.6K,2017,https://www.meetfrank.com/
94,,software & HR,B2B2C,,,,,
95,Bob W,TravelTech,"B2B, B2C",21,? 86.9K,? 102.1K,2018,bobw.co
96,Burfa,CyberTech,-,23,? 85.8K,? 15.9K,2013,https://burfa.com/
97,Lingvist,EdTech,B2C,18,? 83.7K,? 615.5K,2013,http://lingvist.io/
98,Planet42,FinTech,"B2C,",10,? 83.4K,? 86.5K,2017,www.planet42.com
99,,,B2B2C,,,,,
100,EstateGuru,FinTech,"B2B, B2C,",24,? 83K,-,2013,https://estateguru.co
101,,,B2B2C,,,,,
102,3Commas,FinTech,"B2B, B2C,",12,? 82.9K,? 1.2M,2016,https://3commas.io/
103,,,B2B2C,,,,,
104,Agrello,Business,"B2B, B2C,",12,? 82K,? 20.4K,2017,https://www.agrello.io
105,,software & HR,B2B2C,,,,,
106,Pocopay,FinTech,-,22,? 79.3K,? 512.9K,2014,http://www.pocopay.com/
107,MINDTITAN,Business,B2B,25,? 77.2K,? 425.1K,2016,www.mindtitan.com
108,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
109,,,model,count 4Q,taxes 4Q,4Q,founded,
110,,software & HR,,,,,,
111,Area9 Rhapsode,EdTech,"B2B, B2G,",22,? 75.4K,? 198.7K,2021,https://area9lyceum.com
112,,,B2B2C,,,,,
113,1oT,Communication,B2B,15,? 73.5K,? 361.9K,2016,http://1oT.com/
114,Agileworks,Business,-,22,? 72.9K,? 364.3K,2011,https://www.agileworks.eu/
115,,software & HR,,,,,,
116,Devolon,FinTech,"B2B, B2C",12,? 72.5K,? 317.8K,2014,-
117,REBELROAM OU,CyberTech,"B2B,",13,? 72.2K,? 129K,2015,www.rebelroam.com
118,,,B2B2C,,,,,
119,Roofit.solar,CleanTech,"B2B, B2C,",26,? 71.6K,? 508.5K,2016,https://roofit.solar
120,,,B2B2C,,,,,
121,Weekdone,Business,B2B,15,? 70K,? 236.5K,2012,weekdone.com
122,,software & HR,,,,,,
123,Fractory,Advanced,"B2B, B2C",18,? 69.4K,? 711.3K,2017,fractory.com
124,,Manufacturing,,,,,,
125,,& Industry,,,,,,
126,MotherLink,AdTech &,B2B,18,? 66.2K,? 861.1K,2017,https://motherlink.io
127,,Creative Tech,,,,,,
128,ESTO,FinTech,B2B2C,52,? 65.3K,? 225.8K,2017,https://esto.ee
129,MRP Easy,Business,B2B,11,? 63.1K,? 439.4K,2014,www.mrpeasy.com
130,,software & HR,,,,,,
131,Synctuition OU,"HealthTech, Life","B2B, B2C",23,? 63K,? 2.1M,2016,www.synctuition.com
132,,sciences &,,,,,,
133,,Wellness,,,,,,
134,Digital Sputnik,AdTech &,"B2B, B2C",17,? 62.6K,? 112.5K,2014,www.digitalsputnik.com
135,,Creative Tech,,,,,,
136,Warren,Communication,"B2B,",12,? 62.3K,? 40.6K,2012,https://warren.io
137,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
138,,,model,count 4Q,taxes 4Q,4Q,founded,
139,NodeSWAT,Business,-,17,? 61.9K,? 342.2K,2012,https://nodeswat.com/
140,,software & HR,,,,,,
141,Shopz.com,Consumer,B2B,13,? 61.6K,? 68.8K,2020,www.shopz.com
142,,products and,,,,,,
143,,services,,,,,,
144,Eziil Production,Advanced,B2B,22,? 59.5K,? 55.5K,2016,www.eziil.com
145,Intelligence OU,Manufacturing,,,,,,
146,,& Industry,,,,,,
147,MCF,Communication,B2B,13,? 57.9K,? 260.2K,2016,https://greenergydatacenters.com/
148,Salto,Communication,C2C,13,? 55.8K,? 199.9K,2017,https://salto.co/
149,Paywerk,FinTech,"B2B, B2C,",6,? 55.2K,? 69.8K,2021,https://paywerk.co
150,,,B2B2C,,,,,
151,Credy,FinTech,B2C,12,? 53.7K,? 1.4M,2015,www.credy.com
152,Thinnect,Communication,B2B,11,? 53.3K,? 141K,2015,www.thinnect.com
153,Qminder,Business,B2B,10,? 50.7K,? 227.1K,2011,qminder.com
154,,software & HR,,,,,,
155,Outfunnel,AdTech &,B2B,10,? 49.8K,? 52.2K,2018,https://outfunnel.com
156,,Creative Tech,,,,,,
157,SportID,"HealthTech, Life","B2B, B2C",17,? 49.7K,? 240K,2012,www.stebby.eu
158,,sciences &,,,,,,
159,,Wellness,,,,,,
160,Evocon OU,Advanced,B2B,15,? 49.1K,? 207.3K,2016,www.evocon.com
161,,Manufacturing,,,,,,
162,,& Industry,,,,,,
163,Pactum AI OU,Business,"B2B, B2C,",10,? 48.9K,? 93.4K,2019,www.pactum.com
164,,software & HR,B2B2C,,,,,
165,Clickwork Games,Gaming,-,11,? 48.3K,? 437.1K,2019,https://clickworkgames.com/
166,Clanbeat,EdTech,"B2B, B2G",11,? 45.3K,? 626,2018,clanbeat.com
167,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
168,,,model,count 4Q,taxes 4Q,4Q,founded,
169,CoinMetro Group OU,FinTech,"C2C, B2C",12,? 45.2K,-,2018,https://coinmetro.com/
170,KappaZeta,SpaceTech,"B2B, B2G",16,? 44.9K,? 158.7K,2015,www.kappazeta.ee
171,Uku,Consumer,"B2B,",12,? 44.7K,? 282.6K,2017,getuku.com
172,,products and,B2B2C,,,,,
173,,services,,,,,,
174,Opiq,EdTech,"B2B,",15,? 44.3K,? 293.3K,2013,http://www.opiq.ee
175,,,B2B2C,,,,,
176,Fitlap OU,"HealthTech, Life",B2C,7,? 44K,? 189.7K,2015,https://fitlap.ee
177,,sciences &,,,,,,
178,,Wellness,,,,,,
179,GlobalReader,Advanced,B2B,12,? 43.4K,? 213.5K,2014,www.globalreader.eu
180,,Manufacturing,,,,,,
181,,& Industry,,,,,,
182,Nevercode,Business,B2B,13,? 43.1K,? 53.8K,2015,https://codemagic.io
183,,software & HR,,,,,,
184,Snackable,Communication,-,10,? 42.9K,-,2019,https://www.snackable.ai/
185,Speys,Transportation,B2B,7,? 42.5K,? 509.9K,2016,https://www.speys.com/
186,,& Logistics,,,,,,
187,So.Fa.Dog,AdTech &,"B2B,",23,? 42K,? 8.2K,2020,https://so.fa.dog
188,,Creative Tech,B2B2C,,,,,
189,Dashbird,Business,-,10,? 42K,? 505K,2017,https://dashbird.io/
190,,software & HR,,,,,,
191,VIVITA International OU,EdTech,B2C,10,? 41.6K,? 4.1K,2018,www.vivita.co
192,Smaily email marketing,Business,"B2C,",13,? 40.6K,? 238.6K,2015,https://smaily.com
193,and automation,software & HR,B2B2C,,,,,
194,Wolf3D,Gaming,"B2B,",10,? 40.6K,? 169.3K,2014,www.wolf3d.io
195,,,B2B2C,,,,,
196,Timbeter,Advanced,-,16,? 40.6K,? 70.2K,2013,http://www.timbeter.com/
197,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
198,,,model,count 4Q,taxes 4Q,4Q,founded,
199,,Manufacturing,,,,,,
200,,& Industry,,,,,,
201,upitech,"HealthTech, Life",-,10,? 39.6K,? 261.4K,2014,http://www.upitech.ee/
202,,sciences &,,,,,,
203,,Wellness,,,,,,
204,Hanse Digital Access,FinTech,B2B2C,10,? 39.1K,? 28,2018,www.hansedigitalaccess.com
205,Brightspark,Business,B2B,10,? 38.4K,? 68K,2011,https://lexi.market
206,,software & HR,,,,,,
207,UpSteam,CleanTech,"B2B, B2C",22,? 38K,? 92.7K,2017,https://www.upsteam.ee/eng.html
208,SensusQ,Communication,B2G,9,? 38K,? 2.9K,2020,www.sensusq.com
209,Eurostep Digital,FinTech,B2B,6,? 37.8K,? 7.9K,2017,www.eurostepdigital.com
210,Marduk Technologies,SpaceTech,"B2B, B2G",16,? 34K,? 65.5K,2016,www.marduk.ee
211,UBIK Solutions,CleanTech,"B2B, B2C,",9,? 33.5K,? 77.9K,2011,www.ubiksolutions.eu
212,,,B2B2C,,,,,
213,Bikeep,Transportation,"B2B, B2G,",14,? 32.7K,? 313.8K,2012,http://bikeep.com
214,,& Logistics,B2B2C,,,,,
215,voog,Business,-,10,? 32.4K,? 141.1K,2011,https://www.voog.com/en
216,,software & HR,,,,,,
217,Teamscope,Business,B2B,8,? 32.2K,? 80.7K,2015,https://teamscope.io
218,,software & HR,,,,,,
219,Lightyear,FinTech,-,4,? 32.1K,-,2021,https://golightyear.com/
220,FleetGuru,Business,B2B,5,? 31.9K,? 12.9K,2020,fleetguru.app
221,,software & HR,,,,,,
222,Sentinel dVPN,CyberTech,B2C,6,? 31.8K,? 194.3K,2021,https://sentinel.co
223,Fairown,FinTech,B2B,9,? 31.6K,-,2018,www.fairown.com
224,Cachet,FinTech,B2B2C,5,? 31.4K,-,2018,www.cachet.me
225,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
226,,,model,count 4Q,taxes 4Q,4Q,founded,
227,Remato,PropTech &,B2B,10,? 30.9K,? 44.5K,2018,https://remato.com
228,,Construction,,,,,,
229,Advendor,AdTech &,-,11,? 30.9K,? 683.9K,2014,https://advendor.net/
230,,Creative Tech,,,,,,
231,Bankish,FinTech,B2B,5,? 30.7K,? 70.5K,2017,www.bankish.eu
232,Solarstone,CleanTech,"B2B, B2C,",16,? 30.6K,? 707.3K,2015,https://solarstone.com
233,,,B2B2C,,,,,
234,Lokimo,TravelTech,B2B2C,7,? 30.2K,? 64.2K,2017,www.lokimo.ee
235,SPEAKLY,EdTech,"B2B, B2C",23,? 29.9K,? 93.2K,2018,https://www.speakly.me
236,HIGH MOBILITY,Transportation,B2B2C,6,? 29.4K,? 98.8K,2013,https://high-mobility.com/
237,,& Logistics,,,,,,
238,Lydian,AdTech &,"B2B,",12,? 27.9K,? 40.6K,2018,getlydian.com
239,,Creative Tech,B2B2C,,,,,
240,Rexplorer,CleanTech,"B2B, B2C",7,? 27.2K,? 45.6K,2020,https://www.rexplorer.ee/
241,Modern Mobility,Transportation,"B2G, B2C",8,? 26.6K,? 326.3K,2018,https://www.modernmobility.eu/
242,,& Logistics,,,,,,
243,HUGO.legal,Business,"B2B, C2C",23,? 26.3K,? 260.8K,2015,www.hugo.legal
244,,software & HR,,,,,,
245,Citybee,Transportation,B2C,9,? 25.8K,? 1.1M,2019,www.citybee.ee
246,,& Logistics,,,,,,
247,Crowdestate,FinTech,"B2B, B2C",7,? 25.7K,? 238.4K,2019,www.crowdestate.eu
248,ProBit Exchange,FinTech,"B2B, B2C",8,? 25.6K,-,2020,www.probit.com
249,Guardarian OU,FinTech,"B2B, B2C,",10,? 25.5K,? 385K,2017,guardarian.com
250,,,B2B2C,,,,,
251,Liigu,TravelTech,B2C,12,? 24.7K,? 875.7K,2021,https://liigu.me
252,Autobahn,Transportation,"B2B,",5,? 24.5K,? 81.9K,2013,www.autobahn.tech
253,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
254,,,model,count 4Q,taxes 4Q,4Q,founded,
255,,& Logistics,B2B2C,,,,,
256,ViisTek Media OU,AdTech &,"B2C,",6,? 24K,? 286.1K,2012,http://www.viistek.com/
257,,Creative Tech,B2B2C,,,,,
258,EyeVi Technologies,Transportation,B2B,6,? 23.9K,? 26.5K,2020,https://www.eyevi.tech
259,,& Logistics,,,,,,
260,HUUM,Consumer,-,16,? 23.4K,? 1.2M,2013,http://huum.eu/
261,,products and,,,,,,
262,,services,,,,,,
263,TEXTA OU,Communication,"B2B, B2G",7,? 23.2K,? 78.5K,2016,www.texta.ee
264,Elsavie,"HealthTech, Life","B2B, B2C",8,? 23K,? 82.7K,2020,www.elsavie.com
265,,sciences &,,,,,,
266,,Wellness,,,,,,
267,Machineric,Business,B2B,8,? 22.9K,? 14K,2020,https://machineric.com
268,,software & HR,,,,,,
269,FeelingStream,Business,"B2B,",37,? 22.6K,? 45.6K,2015,https://www.feelingstream.com
270,,software & HR,B2B2C,,,,,
271,Gridio,CleanTech,"B2C,",5,? 22.4K,? 14.1K,2018,https://gridio.io/en
272,,,B2B2C,,,,,
273,Resys,FinTech,-,6,? 21.8K,? 42.6K,2016,http://www.resys.io/
274,NEURISIUM,Advanced,B2B,5,? 21.8K,? 178.7K,2017,www.neurisium.com
275,,Manufacturing,,,,,,
276,,& Industry,,,,,,
277,Emphy,TravelTech,-,22,? 21.6K,? 26.9K,2017,https://emphy.io/
278,Viveo Health,"HealthTech, Life","B2B, B2C",26,? 21.5K,-,2017,www.viveohealth.com
279,,sciences &,,,,,,
280,,Wellness,,,,,,
281,Snabb,Business,B2B,8,? 21.2K,? 251.7K,2015,https://barking.ee/
282,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
283,,,model,count 4Q,taxes 4Q,4Q,founded,
284,PDF Generator API,Business,B2B,4,? 21.1K,? 120.5K,2012,https://pdfgeneratorapi.com/
285,,software & HR,,,,,,
286,Siffi,"HealthTech, Life","B2B,",7,? 21K,? 111.4K,2018,www.siffi.com
287,,sciences &,B2B2C,,,,,
288,,Wellness,,,,,,
289,Parcelfellow,Transportation,B2B2C,13,? 21K,? 266.8K,2014,www.parcelfellows.com
290,,& Logistics,,,,,,
291,Hausing,PropTech &,"B2B, B2C,",5,? 20.8K,? 12.5K,2017,www.hausing.ee
292,,Construction,B2B2C,,,,,
293,Antegenes,"HealthTech, Life","B2B, B2C,",8,? 20.8K,-,2018,www.antegenes.com
294,,sciences &,B2B2C,,,,,
295,,Wellness,,,,,,
296,Patchstack,CyberTech,B2B,4,? 20.7K,? 72.2K,2017,https://www.patchstack.com/
297,BHC Laboratory,CyberTech,-,5,? 20.2K,? 121.8K,2012,https://www.bhclab.com/
298,Gratitude Services,Consumer,"B2B, B2C",9,? 20K,? 19.8K,2019,https://gratitudeservices.com
299,,products and,,,,,,
300,,services,,,,,,
301,FoodDocs,AgTech &,B2B,7,? 19.1K,? 46.6K,2017,www.fooddocs.com
302,,FoodTech,,,,,,
303,Moderan Solutions,PropTech &,B2B,7,? 19K,? 25.2K,2015,https://www.moderansolutions.com
304,,Construction,,,,,,
305,Modash,AdTech &,B2B,8,? 18.8K,? 300,2018,https://www.modash.io/
306,,Creative Tech,,,,,,
307,Income,FinTech,"B2B, B2C",7,? 18.4K,? 34.3K,2020,www.getincome.com
308,Rendin,PropTech &,"B2C,",7,? 18.4K,? 7.3K,2019,www.rendin.co
309,,Construction,B2B2C,,,,,
310,BASIS ID,CyberTech,"B2B, B2C",9,? 17.9K,-,2016,https://basisid.com
311,shoproller,AdTech &,-,4,? 17.8K,? 84.6K,2012,http://www.shoproller.ee/
312,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
313,,,model,count 4Q,taxes 4Q,4Q,founded,
314,,Creative Tech,,,,,,
315,Vegvisir,Advanced,"B2B, B2G",1,? 17.5K,? 65.9K,2021,https://vegvisir.ee
316,,Manufacturing,,,,,,
317,,& Industry,,,,,,
318,99math,EdTech,"B2C,",8,? 17.3K,-,2019,www.99math.com
319,,,B2B2C,,,,,
320,ChatCreate,Business,"B2B,",3,? 16.9K,? 29.8K,2018,www.chatcreate.com
321,,software & HR,B2B2C,,,,,
322,Worksup,AdTech &,"B2B, B2G",5,? 16.8K,? 53K,2018,https://www.worksup.com/
323,,Creative Tech,,,,,,
324,hi.com,FinTech,"B2B, B2C,",6,? 16.6K,? 830.1K,2020,hi.com
325,,,B2B2C,,,,,
326,Teamweek,Business,-,3,? 16.6K,? 416.7K,2017,https://teamweek.com/
327,,software & HR,,,,,,
328,Salto X,FinTech,B2B2C,4,? 16.5K,? 60.3K,2021,www.saltox.co
329,SetGo,Business,B2B,4,? 16.2K,? 37K,2019,https://www.setgo.ee/
330,,software & HR,,,,,,
331,IPDx,"HealthTech, Life","B2B, B2C",6,? 16.2K,? 59.3K,2017,www.ipdx.eu
332,,sciences &,,,,,,
333,,Wellness,,,,,,
334,Fyma OU,PropTech &,"B2B, B2G",4,? 16K,? 10K,2017,www.fyma.ai
335,,Construction,,,,,,
336,Promoty,AdTech &,B2B,8,? 15.6K,? 37.2K,2017,https://www.promoty.io
337,,Creative Tech,,,,,,
338,InfraFly,Business,B2B,5,? 15.5K,? 3.8K,2017,https://oms.infrafly.ee/
339,,software & HR,,,,,,
340,Bisly,PropTech &,B2B,7,? 15.4K,? 77.6K,2011,www.bisly.com
341,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
342,,,model,count 4Q,taxes 4Q,4Q,founded,
343,Fintech-Market,FinTech,"B2B,",7,? 15.3K,? 102K,2018,https://www.fintech-market.com
344,,,B2B2C,,,,,
345,Fusebox,CleanTech,"B2B,",3,? 15.2K,? 31.2K,2014,www.fusebox.energy
346,,,B2B2C,,,,,
347,Viseven,Business,-,6,? 15.2K,? 4.6M,2014,https://viseven.com
348,,software & HR,,,,,,
349,Mothership,FinTech,"B2B, B2C",4,? 14.9K,? 539,2017,https://mothership.cx
350,Ampher Technologies,CleanTech,B2B2C,7,? 14.9K,? 2.8K,2018,www.amphertech.com
351,Vespia,CyberTech,B2B,7,? 14.9K,? 12.8K,2020,https://vespia.io/
352,Degritter,Consumer,B2B2C,7,? 14.6K,? 589.4K,2015,https://degritter.com
353,,products and,,,,,,
354,,services,,,,,,
355,Rephop,FinTech,B2B,2,? 14.5K,? 52K,2013,https://www.rephop.com/
356,VideoCV OU,Business,B2B,3,? 14.5K,? 14.6K,2016,https://videocv.io/en
357,,software & HR,,,,,,
358,GuestJoy,TravelTech,"B2B,",8,? 14.4K,? 62.8K,2014,https://guestjoy.com/
359,,,B2B2C,,,,,
360,Bercman Technologies,CleanTech,"B2B, B2G",8,? 14.4K,? 1.5K,2016,www.bercman.com
361,Investly,FinTech,B2B,6,? 14.4K,? 56.9K,2014,https://investly.co
362,Avokaado,Business,"B2B, B2C",6,? 14.2K,? 37.5K,2015,www.avokaado.com
363,,software & HR,,,,,,
364,Mentornaut,EdTech,B2C,9,? 14.1K,? 16.3K,2020,https://mentornaut.ee
365,Dermtest OU,"HealthTech, Life","B2B, B2G,",4,? 14K,? 14.8K,2013,www.dermtest.com
366,,sciences &,B2B2C,,,,,
367,,Wellness,,,,,,
368,Envoice,FinTech,-,9,? 14K,? 66.8K,2015,https://envoice.eu/et/
369,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
370,,,model,count 4Q,taxes 4Q,4Q,founded,
371,makeitneutral,CleanTech,"B2B, B2C,",7,? 13.7K,? 10.4K,2021,makeitneutral.org
372,,,B2B2C,,,,,
373,Futuclass,EdTech,"B2G, B2C,",8,? 13.7K,? 494,2019,www.futuclass.com
374,,,B2B2C,,,,,
375,Aeon Must Die! by,Gaming,"B2B, B2C,",9,? 13.5K,? 33.5K,2016,http://limestone-games.com
376,Limestone Games Plc,,B2B2C,,,,,
377,Supervisely,Business,B2B,3,? 13.3K,? 193.3K,2020,https://supervise.ly
378,,software & HR,,,,,,
379,Eliis,EdTech,"B2B, B2G,",10,? 13.1K,? 47.8K,2013,www.eliis.ee
380,,,B2C,,,,,
381,Iffent,PropTech &,"B2B, C2C,",1,? 13.1K,-,2019,iffent.ee
382,,Construction,B2C,,,,,
383,Haut.AI,"HealthTech, Life","B2B,",3,? 12.9K,? 731.6K,2018,https://haut.ai/
384,,sciences &,B2B2C,,,,,
385,,Wellness,,,,,,
386,CostPocket,FinTech,B2B,6,? 12.9K,? 45.5K,2016,https://www.costpocket.com
387,Sentinel,CyberTech,"B2B, B2G",12,? 12.8K,? 51K,2018,https://thesentinel.ai
388,LoQuiz,TravelTech,B2B,4,? 12.7K,? 109.7K,2011,loquiz.com
389,Excipio,Business,-,3,? 12.2K,? 57.7K,2012,http://www.benuevo.com/
390,,software & HR,,,,,,
391,Wert,FinTech,"B2B,",3,? 12.1K,-,2020,wert.io
392,,,B2B2C,,,,,
393,MyDello,Transportation,B2B,4,? 12.1K,? 586K,2018,MyDello.com
394,,& Logistics,,,,,,
395,Fundwise,FinTech,"B2B, B2C",5,? 12K,? 33.6K,2014,fundwise.me
396,Airobot,CleanTech,"B2B, B2C",5,? 11.8K,? 104.7K,2013,www.airobot.ee
397,Single.Earth,CleanTech,B2B,6,? 11.8K,? 12.4K,2019,www.single.earth
398,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
399,,,model,count 4Q,taxes 4Q,4Q,founded,
400,DefSecIntel,CyberTech,"B2B, B2G",10,? 11.6K,? 4.2K,2018,www.defsecintel.com
401,Yanu,Consumer,"B2B, B2C",3,? 11.5K,? 4.2K,2018,https://yanu.ai
402,,products and,,,,,,
403,,services,,,,,,
404,Mercury Cash,FinTech,B2B2C,5,? 11.5K,-,2019,https://www.mercury.cash/
405,Joyixir,Gaming,"B2C,",5,? 11.5K,? 83.6K,2020,https://joyixir.com
406,,,B2B2C,,,,,
407,Nobe Cars,Advanced,"B2B, B2G,",5,? 11.4K,? 15.4K,2017,www.mynobe.com
408,,Manufacturing,C2C,,,,,
409,,& Industry,,,,,,
410,Vok Bikes,Transportation,"B2B,",7,? 11.4K,? 1.8K,2019,https://www.vokbikes.com/
411,,& Logistics,B2B2C,,,,,
412,ConTech,Business,"B2B, B2C",1,? 11.3K,? 97.1K,2020,https://www.consumertech.ee/
413,,software & HR,,,,,,
414,Botguard,CyberTech,B2B,2,? 11.3K,? 47.1K,2019,https://botguard.net
415,ExtendLaw OU,Business,B2B,3,? 11.2K,? 64.8K,2016,http://extendlaw.com/
416,,software & HR,,,,,,
417,CareMate,Consumer,C2C,7,? 11K,? 4.1K,2017,www.caremate.ee
418,,products and,,,,,,
419,,services,,,,,,
420,CTF Tech,CyberTech,"B2B, B2G,",14,? 10.7K,? 10.8K,2020,www.ctftech.com
421,,,"C2C, B2C",,,,,
