,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
68,Hepta,CleanTech,B2B,33,? 128.3K,? 103.2K,2017,https://heptaairborne.com
69,eAgronom,AgTech &,B2B,32,? 127.1K,? 216.3K,2016,http://eagronom.com/
70,,FoodTech,,,,,,
71,Bob W,TravelTech,"B2B, B2C",23,? 123K,? 162.7K,2018,bobw.co
72,Pocopay,FinTech,-,15,? 119.2K,? 709.5K,2014,http://www.pocopay.com/
73,Fractory,Advanced,"B2B, B2C",24,? 116.6K,? 1.7M,2017,fractory.com
74,,Manufacturing,,,,,,
75,,& Industry,,,,,,
76,Car Rental Gateway,TravelTech,B2B,37,? 115.7K,? 335.1K,2016,https://www.carrentalgateway.com/
77,,,,,,,,titanium-mobility/
78,CyberCube Analytics,CyberTech,B2B,18,? 114.6K,? 346.5K,2019,www.cybcube.com
79,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
80,,,model,count 3Q,taxes 3Q,3Q,founded,
81,MCF,Communication,B2B,23,? 109.7K,? 5.6K,2016,https://greenergydatacenters.com/
82,OCCO,Business,B2B,32,? 108.2K,? 2.6M,2016,occo.digital
83,,software & HR,,,,,,
84,Roofit.solar,CleanTech,"B2B, B2C,",30,? 106.6K,? 547.3K,2016,https://roofit.solar
85,,,B2B2C,,,,,
86,NEXD,AdTech &,"B2B,",17,? 105.1K,? 333.1K,2015,https://nexd.com
87,,Creative Tech,B2B2C,,,,,
88,Digital Sputnik,AdTech &,"B2B, B2C",11,? 102.8K,? 35.8K,2014,www.digitalsputnik.com
89,,Creative Tech,,,,,,
90,SkySelect,Transportation,B2B,13,? 102.1K,? 299.9K,2017,www.skyselect.com
91,,& Logistics,,,,,,
92,Funderbeam.,FinTech,"B2C,",17,? 100.6K,? 269.1K,2013,www.funderbeam.com
93,,,B2B2C,,,,,
94,Silen,Advanced,-,26,? 98.6K,? 1.2M,2018,https://silenspace.com/
95,,Manufacturing,,,,,,
96,,& Industry,,,,,,
97,Burfa,CyberTech,-,22,? 98.3K,? 5.2M,2013,https://burfa.com/
98,Messente,CyberTech,B2B,17,? 95.4K,? 3.4M,2013,www.messente.com
99,Communications,,,,,,,
100,MRP Easy,Business,B2B,19,? 92.6K,? 720.1K,2014,www.mrpeasy.com
101,,software & HR,,,,,,
102,Pactum AI OU,Business,"B2B, B2C,",14,? 92.2K,? 166.9K,2019,www.pactum.com
103,,software & HR,B2B2C,,,,,
104,Polybius,FinTech,B2C,15,? 92.1K,? 415.9K,2018,https://osom.finance
105,Agrello,Business,"B2B, B2C,",12,? 88.2K,? 12.9K,2017,https://www.agrello.io
106,,software & HR,B2B2C,,,,,
107,Single.Earth,CleanTech,B2B,24,? 87.9K,? 7.9K,2019,www.single.earth
108,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
109,,,model,count 3Q,taxes 3Q,3Q,founded,
110,meetFrank,Business,"B2B,",15,? 87.6K,? 363.4K,2017,https://www.meetfrank.com/
111,,software & HR,B2B2C,,,,,
112,MINDTITAN,Business,B2B,30,? 86.4K,? 415.5K,2016,www.mindtitan.com
113,,software & HR,,,,,,
114,So.Fa.Dog,AdTech &,"B2B,",7,? 83.6K,? 12.6K,2020,https://so.fa.dog
115,,Creative Tech,B2B2C,,,,,
116,Agileworks,Business,-,22,? 81K,? 261.7K,2011,https://www.agileworks.eu/
117,,software & HR,,,,,,
118,Shopz.com,Consumer,B2B,17,? 80.7K,? 308.9K,2020,www.shopz.com
119,,products and,,,,,,
120,,services,,,,,,
121,Qminder,Business,B2B,16,? 78.9K,? 381.6K,2011,qminder.com
122,,software & HR,,,,,,
123,Synctuition OU,"HealthTech, Life","B2B, B2C",20,? 73.9K,? 1.6M,2016,www.synctuition.com
124,,sciences &,,,,,,
125,,Wellness,,,,,,
126,Evocon OU,Advanced,B2B,21,? 72.9K,? 311.5K,2016,www.evocon.com
127,,Manufacturing,,,,,,
128,,& Industry,,,,,,
129,Jobbatical,Business,B2B2C,14,? 72.8K,? 403.7K,2014,https://jobbatical.com/
130,,software & HR,,,,,,
131,Lingvist,EdTech,B2C,18,? 72.4K,? 622.2K,2013,http://lingvist.io/
132,Guardarian OU,FinTech,"B2B, B2C,",12,? 70.7K,? 864.4K,2017,guardarian.com
133,,,B2B2C,,,,,
134,Nevercode,Business,B2B,15,? 69.7K,? 39.5K,2015,https://codemagic.io
135,,software & HR,,,,,,
136,Emphy,TravelTech,-,30,? 69.6K,-,2017,https://emphy.io/
137,1oT,Communication,B2B,15,? 69.2K,? 730K,2016,http://1oT.com/
138,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
139,,,model,count 3Q,taxes 3Q,3Q,founded,
140,R8 TECHNOLOGIES,PropTech &,B2B,15,? 69.1K,? 137.6K,2017,https://r8tech.io/
141,,Construction,,,,,,
142,Weekdone,Business,B2B,16,? 68.6K,? 205.4K,2012,weekdone.com
143,,software & HR,,,,,,
144,Eziil Production,Advanced,B2B,12,? 67.9K,? 87.3K,2016,www.eziil.com
145,Intelligence OU,Manufacturing,,,,,,
146,,& Industry,,,,,,
147,Warren,Communication,"B2B,",11,? 67.8K,? 63.8K,2012,https://warren.io
148,,,B2B2C,,,,,
149,Snackable,Communication,-,13,? 67.3K,-,2019,https://www.snackable.ai/
150,MotherLink,AdTech &,B2B,18,? 66.5K,? 802.6K,2017,https://motherlink.io
151,,Creative Tech,,,,,,
152,CoinMetro Group OU,FinTech,"C2C, B2C",14,? 64.9K,-,2018,https://coinmetro.com/
153,NodeSWAT,Business,-,15,? 64.8K,? 317.2K,2012,https://nodeswat.com/
154,,software & HR,,,,,,
155,Salto,Communication,C2C,10,? 64.8K,? 202.1K,2017,https://salto.co/
156,SportID,"HealthTech, Life","B2B, B2C",17,? 64.8K,? 288.8K,2012,www.stebby.eu
157,,sciences &,,,,,,
158,,Wellness,,,,,,
159,Uku,Consumer,"B2B,",15,? 59.9K,? 354.8K,2017,getuku.com
160,,products and,B2B2C,,,,,
161,,services,,,,,,
162,SensusQ,Communication,B2G,12,? 59K,? 2.3K,2020,www.sensusq.com
163,ESTO,FinTech,B2B2C,15,? 58.7K,? 75.4K,2017,https://esto.ee
164,Fyma OU,PropTech &,"B2B, B2G",12,? 58.2K,? 19.9K,2017,www.fyma.ai
165,,Construction,,,,,,
166,Outfunnel,AdTech &,B2B,9,? 56K,? 127K,2018,https://outfunnel.com
167,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
168,,,model,count 3Q,taxes 3Q,3Q,founded,
169,GlobalReader,Advanced,B2B,15,? 55.3K,? 271.7K,2014,www.globalreader.eu
170,,Manufacturing,,,,,,
171,,& Industry,,,,,,
172,Remato,PropTech &,B2B,14,? 55.2K,? 119.4K,2018,https://remato.com
173,,Construction,,,,,,
174,Credy,FinTech,B2C,12,? 53.5K,? 2.1M,2015,www.credy.com
175,Bisly,PropTech &,B2B,12,? 53.3K,? 114.6K,2011,www.bisly.com
176,,Construction,,,,,,
177,UpSteam,CleanTech,"B2B, B2C",46,? 52.9K,? 177.9K,2017,https://www.upsteam.ee/eng.html
178,Smaily email marketing,Business,"B2C,",13,? 52.5K,? 258.6K,2015,https://smaily.com
179,and automation,software & HR,B2B2C,,,,,
180,PowerUp Fuel Cells OU,CleanTech,"B2B,",33,? 52K,? 56.5K,2016,https://powerup-tech.com
181,,,B2B2C,,,,,
182,Clanbeat,EdTech,"B2B, B2G",10,? 51.8K,? 664,2018,clanbeat.com
183,HUUM,Consumer,-,20,? 50.7K,? 1.8M,2013,http://huum.eu/
184,,products and,,,,,,
185,,services,,,,,,
186,Opiq,EdTech,"B2B,",17,? 46.8K,? 430K,2013,http://www.opiq.ee
187,,,B2B2C,,,,,
188,Respiray,"HealthTech, Life","B2B, B2C",11,? 46.8K,? 90.7K,2020,www.respiray.com
189,,sciences &,,,,,,
190,,Wellness,,,,,,
191,BASIS ID,CyberTech,"B2B, B2C",16,? 45.8K,? 43.9K,2016,https://basisid.com
192,Timbeter,Advanced,-,13,? 45.5K,? 78.4K,2013,http://www.timbeter.com/
193,,Manufacturing,,,,,,
194,,& Industry,,,,,,
195,upitech,"HealthTech, Life",-,10,? 45.1K,? 248.8K,2014,http://www.upitech.ee/
196,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
197,,,model,count 3Q,taxes 3Q,3Q,founded,
198,,Wellness,,,,,,
199,Wolf3D,Gaming,"B2B,",11,? 44.8K,? 566.5K,2014,www.wolf3d.io
200,,,B2B2C,,,,,
201,Bikeep,Transportation,"B2B, B2G,",20,? 44.3K,? 437.3K,2012,http://bikeep.com
202,,& Logistics,B2B2C,,,,,
203,REBELROAM OU,CyberTech,"B2B,",6,? 44.2K,? 344.8K,2015,www.rebelroam.com
204,,,B2B2C,,,,,
205,Thinnect,Communication,B2B,13,? 43.2K,? 60.7K,2015,www.thinnect.com
206,Bankish,FinTech,B2B,8,? 42.5K,? 84.4K,2017,www.bankish.eu
207,Aerostat H2H,Business,B2B2C,44,? 41.9K,? 142.7K,2020,www.h2h.ee
208,,software & HR,,,,,,
209,Rendin,PropTech &,"B2C,",12,? 41.9K,? 9.8K,2019,www.rendin.co
210,,Construction,B2B2C,,,,,
211,Moss Estonia,FinTech,B2B,8,? 40.7K,-,2021,https://en.getmoss.com/
212,Brightspark,Business,B2B,8,? 39.7K,? 55.3K,2011,https://lexi.market
213,,software & HR,,,,,,
214,Vok Bikes,Transportation,"B2B,",17,? 39.7K,? 28.6K,2019,https://www.vokbikes.com/
215,,& Logistics,B2B2C,,,,,
216,VIVITA International OU,EdTech,B2C,5,? 39.3K,? 29.5K,2018,www.vivita.co
217,Eurostep Digital,FinTech,B2B,7,? 39.2K,? 8.2K,2017,www.eurostepdigital.com
218,Advendor,AdTech &,-,9,? 38.8K,? 590.7K,2014,https://advendor.net/
219,,Creative Tech,,,,,,
220,Dashbird,Business,-,6,? 37.6K,? 268.7K,2017,https://dashbird.io/
221,,software & HR,,,,,,
222,Speys,Transportation,B2B,9,? 37K,? 721.5K,2016,https://www.speys.com/
223,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
224,,,model,count 3Q,taxes 3Q,3Q,founded,
225,Income,FinTech,"B2B, B2C",8,? 36.9K,? 88.3K,2020,www.getincome.com
226,ParcelSea,Transportation,"B2B, B2C,",6,? 36.7K,? 5.5K,2020,https://parcelsea.com/en
227,,& Logistics,B2B2C,,,,,
228,Fusebox,CleanTech,"B2B,",8,? 35.6K,? 47.5K,2014,www.fusebox.energy
229,,,B2B2C,,,,,
230,Bercman Technologies,CleanTech,"B2B, B2G",11,? 35.6K,? 19K,2016,www.bercman.com
231,KappaZeta,SpaceTech,"B2B, B2G",12,? 35.2K,? 62.8K,2015,www.kappazeta.ee
232,Yaga,Consumer,C2C,9,? 35.2K,? 143.2K,2017,yaga.co.za
233,,products and,,,,,,
234,,services,,,,,,
235,Outvio OU,Business,B2B2C,14,? 34.1K,? 492.8K,2017,https://outvio.com
236,,software & HR,,,,,,
237,Laava Tech (previously,AgTech &,"B2B, B2C,",6,? 34K,-,2017,laavatech.com
238,ArtiSun),FoodTech,B2B2C,,,,,
239,Devolon,FinTech,"B2B, B2C",8,? 33.6K,? 227.5K,2014,-
240,voog,Business,-,8,? 32.5K,? 122.8K,2011,https://www.voog.com/en
241,,software & HR,,,,,,
242,Solarstone,CleanTech,"B2B, B2C,",18,? 31.5K,? 347.6K,2015,https://solarstone.com
243,,,B2B2C,,,,,
244,FeelingStream,Business,"B2B,",41,? 30.9K,? 94.5K,2015,https://www.feelingstream.com
245,,software & HR,B2B2C,,,,,
246,Cachet,FinTech,B2B2C,6,? 30.6K,? 69.5K,2018,www.cachet.me
247,Paywerk,FinTech,"B2B, B2C,",3,? 30.6K,? 19.5K,2021,https://paywerk.co
248,,,B2B2C,,,,,
249,Teamscope,Business,B2B,6,? 30.1K,? 91.9K,2015,https://teamscope.io
250,,software & HR,,,,,,
251,SPEAKLY,EdTech,"B2B, B2C",17,? 29.8K,? 122.1K,2018,https://www.speakly.me
252,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
253,,,model,count 3Q,taxes 3Q,3Q,founded,
254,Fintech-Market,FinTech,"B2B,",10,? 29.4K,? 190.2K,2018,https://www.fintech-market.com
255,,,B2B2C,,,,,
256,IPDx,"HealthTech, Life","B2B, B2C",8,? 28.9K,? 25.6K,2017,www.ipdx.eu
257,,sciences &,,,,,,
258,,Wellness,,,,,,
259,Overstep by Gamecan,Gaming,"B2B, B2C",15,? 28.2K,? 235.7K,2015,www.overstepgame.com
260,GScan,Advanced,B2G,12,? 28.1K,? 23.5K,2018,https://gscan.eu
261,,Manufacturing,,,,,,
262,,& Industry,,,,,,
263,Avokaado,Business,"B2B, B2C",8,? 27.7K,? 90.7K,2015,www.avokaado.com
264,,software & HR,,,,,,
265,Planet42,FinTech,"B2C,",5,? 27.6K,? 60K,2017,www.planet42.com
266,,,B2B2C,,,,,
267,Clickwork Games,Gaming,-,8,? 27.5K,? 348K,2019,https://clickworkgames.com/
268,Promoty,AdTech &,B2B,8,? 27.5K,? 167.3K,2017,https://www.promoty.io
269,,Creative Tech,,,,,,
270,UBIK Solutions,CleanTech,"B2B, B2C,",11,? 27.3K,? 91K,2011,www.ubiksolutions.eu
271,,,B2B2C,,,,,
272,NEURISIUM,Advanced,B2B,6,? 27.2K,? 20.8K,2017,www.neurisium.com
273,,Manufacturing,,,,,,
274,,& Industry,,,,,,
275,Bidrento,PropTech &,B2B,7,? 26.9K,? 19.5K,2019,https://bidrento.com/
276,,Construction,,,,,,
277,Autobahn,Transportation,"B2B,",5,? 26.9K,? 88.1K,2013,www.autobahn.tech
278,,& Logistics,B2B2C,,,,,
279,Mikaels Lab,Business,-,5,? 26.7K,? 274.5K,2018,https://mikaels.com/
280,,software & HR,,,,,,
281,ViisTek Media OU,AdTech &,"B2C,",7,? 26.7K,? 240.7K,2012,http://www.viistek.com/
282,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
283,,,model,count 3Q,taxes 3Q,3Q,founded,
284,,Creative Tech,B2B2C,,,,,
285,FleetGuru,Business,B2B,1,? 26.3K,? 1.8K,2020,fleetguru.app
286,,software & HR,,,,,,
287,Resys,FinTech,-,8,? 26.1K,? 113.2K,2016,http://www.resys.io/
288,Mediamodifier,AdTech &,"B2B, B2C,",9,? 26.1K,? 115.4K,2019,https://mediamodifier.com
289,,Creative Tech,B2B2C,,,,,
290,HIGH MOBILITY,Transportation,B2B2C,6,? 26.1K,? 89K,2013,https://high-mobility.com/
291,,& Logistics,,,,,,
292,Siffi,"HealthTech, Life","B2B,",7,? 26K,? 85.4K,2018,www.siffi.com
293,,sciences &,B2B2C,,,,,
294,,Wellness,,,,,,
295,Marduk Technologies,SpaceTech,"B2B, B2G",16,? 25.8K,? 14.2K,2016,www.marduk.ee
296,Fitlap OU,"HealthTech, Life",B2C,7,? 25.6K,? 155.5K,2015,https://fitlap.ee
297,,sciences &,,,,,,
298,,Wellness,,,,,,
299,Lokimo,TravelTech,B2B2C,3,? 25.2K,? 54.8K,2017,www.lokimo.ee
300,ProBit Exchange,FinTech,"B2B, B2C",5,? 25.1K,? 210,2020,www.probit.com
301,Moderan Solutions,PropTech &,B2B,7,? 25K,? 62.4K,2015,https://www.moderansolutions.com
302,,Construction,,,,,,
303,Ignium,FinTech,"B2B,",7,? 24.8K,? 48.1K,2019,www.ignium.io
304,,,B2B2C,,,,,
305,Snabb,Business,B2B,9,? 24.7K,? 310.3K,2015,https://barking.ee/
306,,software & HR,,,,,,
307,Modern Mobility,Transportation,"B2G, B2C",7,? 24.6K,? 50.4K,2018,https://www.modernmobility.eu/
308,,& Logistics,,,,,,
309,Antegenes,"HealthTech, Life","B2B, B2C,",9,? 24.5K,? 27.8K,2018,www.antegenes.com
310,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
311,,,model,count 3Q,taxes 3Q,3Q,founded,
312,99math,EdTech,"B2C,",8,? 24K,-,2019,www.99math.com
313,,,B2B2C,,,,,
314,FoodDocs,AgTech &,B2B,11,? 23.7K,? 60.2K,2017,www.fooddocs.com
315,,FoodTech,,,,,,
316,BLE Locking,Consumer,"B2B, B2C,",6,? 23.6K,? 89.1K,2018,www.blelocking.com
317,,products and,B2B2C,,,,,
318,,services,,,,,,
319,Haut.AI,"HealthTech, Life","B2B,",4,? 23.4K,? 125.7K,2018,https://haut.ai/
320,,sciences &,B2B2C,,,,,
321,,Wellness,,,,,,
322,Citybee,Transportation,B2C,7,? 23.4K,? 2.5M,2019,www.citybee.ee
323,,& Logistics,,,,,,
324,Aeon Must Die! by,Gaming,"B2B, B2C,",11,? 23.3K,? 113.5K,2016,http://limestone-games.com
325,Limestone Games Plc,,B2B2C,,,,,
326,Coursy.io,Business,"B2B, B2G,",5,? 22.9K,? 76K,2019,https://www.coursy.io/
327,,software & HR,B2B2C,,,,,
328,Mothership,FinTech,"B2B, B2C",2,? 22.8K,? 391,2017,https://mothership.cx
329,TEXTA OU,Communication,"B2B, B2G",7,? 22.8K,? 65K,2016,www.texta.ee
330,GuestJoy,TravelTech,"B2B,",6,? 22.6K,? 110.3K,2014,https://guestjoy.com/
331,,,B2B2C,,,,,
332,Degritter,Consumer,B2B2C,9,? 22.6K,? 582.6K,2015,https://degritter.com
333,,products and,,,,,,
334,,services,,,,,,
335,Sentinel,CyberTech,"B2B, B2G",7,? 22.3K,? 18.7K,2018,https://thesentinel.ai
336,EFENCO,CleanTech,B2B,3,? 22.2K,-,2015,efenco.eu
337,Lydian,AdTech &,"B2B,",8,? 22.2K,? 48.3K,2018,getlydian.com
338,,Creative Tech,B2B2C,,,,,
339,Hygify,"HealthTech, Life","B2B,",9,? 21.9K,? 75.6K,2018,www.hygify.info
340,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
341,,,model,count 3Q,taxes 3Q,3Q,founded,
342,,sciences &,B2B2C,,,,,
343,,Wellness,,,,,,
344,Gratitude Services,Consumer,"B2B, B2C",10,? 21.7K,? 76K,2019,https://gratitudeservices.com
345,,products and,,,,,,
346,,services,,,,,,
347,DriveX,Transportation,"B2B,",10,? 21.7K,? 14.3K,2019,www.drivex.ee
348,,& Logistics,B2B2C,,,,,
349,Kriptomat,FinTech,B2C,5,? 21.4K,? 563.5K,2018,https://kriptomat.io/
350,Nobe Cars,Advanced,"B2B, B2G,",6,? 21.3K,? 542.9K,2017,www.mynobe.com
351,,Manufacturing,C2C,,,,,
352,,& Industry,,,,,,
353,Scanbro,Advanced,B2B,5,? 21.3K,? 35.6K,2017,https://scanbro.com
354,,Manufacturing,,,,,,
355,,& Industry,,,,,,
356,Viseven,Business,-,5,? 21.2K,? 5.6M,2014,https://viseven.com
357,,software & HR,,,,,,
358,Woola,CleanTech,B2B,7,? 21.2K,? 29.2K,2020,woola.xyz
359,Superhands,CleanTech,"B2B, B2C,",10,? 21.1K,? 177.5K,2014,https://superhands.ee/en/
360,,,B2B2C,,,,,
361,Modash,AdTech &,B2B,7,? 20.5K,? 153.1K,2018,https://www.modash.io/
362,,Creative Tech,,,,,,
363,PARSIQ,FinTech,"B2B, B2C",10,? 20.3K,? 496.8K,2018,https://www.parsiq.net/
364,Airobot,CleanTech,"B2B, B2C",5,? 20.2K,? 166.5K,2013,www.airobot.ee
365,LightCode Photonics,Advanced,B2B,8,? 20.2K,? 291,2020,www.lightcodephotonics.com
366,,Manufacturing,,,,,,
367,,& Industry,,,,,,
368,EyeVi Technologies,Transportation,B2B,24,? 19.9K,? 153.9K,2020,https://www.eyevi.tech
369,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
370,,,model,count 3Q,taxes 3Q,3Q,founded,
371,Adovinci,AdTech &,B2B,6,? 19.9K,? 5K,2017,www.adovinci.com
372,,Creative Tech,,,,,,
373,DefSecIntel,CyberTech,"B2B, B2G",7,? 19.9K,? 336.3K,2018,www.defsecintel.com
374,Yanu,Consumer,"B2B, B2C",5,? 19.7K,-,2018,https://yanu.ai
375,,products and,,,,,,
376,,services,,,,,,
377,Rexplorer,CleanTech,"B2B, B2C",5,? 19.6K,-,2020,https://www.rexplorer.ee/
378,Gridio,CleanTech,"B2C,",5,? 19.6K,? 6.7K,2018,https://gridio.io/en
379,,,B2B2C,,,,,
380,Crowdestate,FinTech,"B2B, B2C",5,? 19.6K,? 245.3K,2019,www.crowdestate.eu
381,Relancer,Business,B2B,4,? 19.2K,? 17.5K,2020,https://relancer.com
382,,software & HR,,,,,,
383,Envoice,FinTech,-,10,? 18.8K,? 87.8K,2015,https://envoice.eu/et/
384,CUPLOOP,CleanTech,"B2B,",9,? 18.5K,? 20.8K,2018,www.cuploop.com
385,,,B2B2C,,,,,
386,eID Easy,CyberTech,"B2B,",4,? 18.5K,? 10.1K,2016,https://eideasy.com
387,,,B2B2C,,,,,
388,SoftComply,"HealthTech, Life",B2B,3,? 18.3K,? 61.3K,2016,https://softcomply.com/
389,,sciences &,,,,,,
390,,Wellness,,,,,,
391,Parcelfellow,Transportation,B2B2C,13,? 18.2K,? 235.1K,2014,www.parcelfellows.com
392,,& Logistics,,,,,,
393,RecruitLab,Business,"B2B, B2G",5,? 18.2K,? 13.4K,2020,https://recruitlab.co.uk
394,,software & HR,,,,,,
395,shoproller,AdTech &,-,5,? 18.1K,? 69.6K,2012,http://www.shoproller.ee/
396,,Creative Tech,,,,,,
397,LoQuiz,TravelTech,B2B,7,? 18K,? 111.9K,2011,loquiz.com
398,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
399,,,model,count 3Q,taxes 3Q,3Q,founded,
400,VARCUS Solutions,Transportation,B2B,4,? 17.6K,? 50.4K,2020,https://varcus.com/
401,,& Logistics,,,,,,
402,PopSpot,Communication,"C2C, B2C",1,? 17.1K,-,2021,www.popspot.com
403,Investly,FinTech,B2B,4,? 17K,? 69.7K,2014,https://investly.co
404,Lightyear,FinTech,-,6,? 16.7K,-,2021,https://golightyear.com/
405,Salto X,FinTech,B2B2C,4,? 16.5K,? 60.3K,2021,www.saltox.co
406,Paul-Tech,AgTech &,B2B,4,? 16.1K,? 7.3K,2019,https://paul-tech.com/
407,,FoodTech,,,,,,
408,itrays OU,Consumer,"B2B,",3,? 16K,? 143.5K,2020,https://itrays.ee
409,,products and,B2B2C,,,,,
410,,services,,,,,,
411,JxBrowser,Business,B2B,3,? 16K,? 2.6M,2016,https://www.teamdev.com/jxbrowser
412,,software & HR,,,,,,
413,VideoCV OU,Business,B2B,5,? 15.1K,? 11.1K,2016,https://videocv.io/en
414,,software & HR,,,,,,
415,PDF Generator API,Business,B2B,3,? 14.3K,? 120.5K,2012,https://pdfgeneratorapi.com/
416,,software & HR,,,,,,
417,Futuclass,EdTech,"B2G, B2C,",6,? 14.2K,? 40.2K,2019,www.futuclass.com
418,,,B2B2C,,,,,
419,Saunum,Consumer,B2C,2,? 14.2K,? 17.5K,2014,www.saunum.com
420,,products and,,,,,,
421,,services,,,,,,
422,10Lines,Advanced,B2B,3,? 14.1K,? 3.2K,2019,www.10-lines.com
423,,Manufacturing,,,,,,
424,,& Industry,,,,,,
425,Waybiller,Transportation,"B2B, B2G",4,? 14K,? 34.6K,2017,https://waybiller.com
426,,& Logistics,,,,,,
