,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
38,Katana MRP,Advanced,"B2B, B2C,",60,? 360K,? 1M,2017,https://katanamrp.com
39,,Manufacturing,B2B2C,,,,,
40,,& Industry,,,,,,
41,Adcash,AdTech &,-,49,? 348K,? 8.7M,2011,https://adcash.com/
42,,Creative Tech,,,,,,
43,RangeForce,CyberTech,B2B,43,? 332.8K,? 987.9K,2014,https://www.rangeforce.com/home
44,Tuum,FinTech,B2B,49,? 330.7K,? 867.7K,2019,https://tuumplatform.com/
45,Brainbase,Business,B2B,34,? 319.6K,? 775.2K,2016,https://www.brainbase.com/
46,,software & HR,,,,,,
47,Fiizy,FinTech,B2B2C,29,? 300K,? 4M,2014,www.fiizy.com
48,Change Invest,FinTech,B2C,56,? 290.4K,? 458.7K,2016,www.changeinvest.com
49,Threod Systems,SpaceTech,-,54,? 247.1K,? 475.4K,2012,https://threod.com/
50,Klaus,Business,"B2B, B2C",29,? 230.8K,? 570.8K,2018,www.klausapp.com
51,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
52,,,model,count 4Q,taxes 4Q,4Q,founded,
53,Insly Ltd,FinTech,"B2B,",42,? 224.2K,? 1M,2013,https://www.insly.com/en/
54,,,B2B2C,,,,,
55,EstateGuru,FinTech,"B2B, B2C,",55,? 220.4K,-,2013,https://estateguru.co
56,,,B2B2C,,,,,
57,Topia,Business,-,29,? 217.6K,? 551.5K,2014,https://www.topia.com/
58,,software & HR,,,,,,
59,3Commas,FinTech,"B2B, B2C,",25,? 195.6K,? 8.6M,2016,https://3commas.io/
60,,,B2B2C,,,,,
61,CybExer Technologies,CyberTech,-,22,? 182.4K,? 1.3M,2016,http://www.cybexer.com/
62,Single.Earth,CleanTech,B2B,39,? 180.2K,? 41.2K,2019,www.single.earth
63,eAgronom,AgTech &,B2B,37,? 174.2K,? 355.7K,2016,http://eagronom.com/
64,,FoodTech,,,,,,
65,Turnit,TravelTech,"B2B, B2G,",33,? 169.4K,? 460K,2014,www.turnit.com
66,,,B2B2C,,,,,
67,Fractory,Advanced,"B2B, B2C",36,? 165.3K,? 1.6M,2017,fractory.com
68,,Manufacturing,,,,,,
69,,& Industry,,,,,,
70,Lingvist,EdTech,B2C,19,? 163.8K,? 1.1M,2013,http://lingvist.io/
71,Viveo Health,"HealthTech, Life","B2B, B2C",18,? 160.8K,-,2017,www.viveohealth.com
72,,sciences &,,,,,,
73,,Wellness,,,,,,
74,Salv,FinTech,B2B,39,? 154.6K,? 214.4K,2018,www.salv.com
75,Multilogin,CyberTech,"B2B, B2C",24,? 153.9K,? 2.3M,2015,http://multilogin.com
76,Silen,Advanced,-,35,? 137.4K,? 1.7M,2018,https://silenspace.com/
77,,Manufacturing,,,,,,
78,,& Industry,,,,,,
79,Auve,Transportation,"B2B,",32,? 134.3K,? 152.1K,2017,auve.tech
80,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
81,,,model,count 4Q,taxes 4Q,4Q,founded,
82,Pactum AI OU,Business,"B2B, B2C,",20,? 124.6K,? 169.7K,2019,www.pactum.com
83,,software & HR,B2B2C,,,,,
84,MCF,Communication,B2B,27,? 124.2K,? 49.2K,2016,https://greenergydatacenters.com/
85,CyberCube Analytics,CyberTech,B2B,19,? 123.8K,? 449.9K,2019,www.cybcube.com
86,OCCO,Business,B2B,38,? 119.8K,? 2.1M,2016,occo.digital
87,,software & HR,,,,,,
88,Bob W,TravelTech,"B2B, B2C",23,? 117K,? 185.1K,2018,bobw.co
89,Funderbeam.,FinTech,"B2C,",17,? 111.9K,? 295.5K,2013,www.funderbeam.com
90,,,B2B2C,,,,,
91,Roofit.solar,CleanTech,"B2B, B2C,",32,? 110.2K,? 929.2K,2016,https://roofit.solar
92,,,B2B2C,,,,,
93,EyeVi Technologies,Transportation,B2B,30,? 106.1K,? 151.2K,2020,https://www.eyevi.tech
94,,& Logistics,,,,,,
95,Burfa,CyberTech,-,22,? 104.7K,? 3.6M,2013,https://burfa.com/
96,Jobbatical,Business,B2B2C,19,? 103.7K,? 650K,2014,https://jobbatical.com/
97,,software & HR,,,,,,
98,Car Rental Gateway,TravelTech,B2B,32,? 103.5K,? 307.1K,2016,https://www.carrentalgateway.com/
99,,,,,,,,titanium-mobility/
100,SkySelect,Transportation,B2B,15,? 103.4K,? 327.5K,2017,www.skyselect.com
101,,& Logistics,,,,,,
102,MRP Easy,Business,B2B,19,? 103.1K,? 736.3K,2014,www.mrpeasy.com
103,,software & HR,,,,,,
104,Pocopay,FinTech,-,11,? 99.4K,? 465.1K,2014,http://www.pocopay.com/
105,Qminder,Business,B2B,16,? 99.2K,? 381.8K,2011,qminder.com
106,,software & HR,,,,,,
107,Messente,CyberTech,B2B,19,? 92.7K,? 3.7M,2013,www.messente.com
108,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
109,,,model,count 4Q,taxes 4Q,4Q,founded,
110,Agrello,Business,"B2B, B2C,",12,? 90.7K,? 14.7K,2017,https://www.agrello.io
111,,software & HR,B2B2C,,,,,
112,Polybius,FinTech,B2C,14,? 88.8K,? 259.2K,2018,https://osom.finance
113,MINDTITAN,Business,B2B,31,? 88.2K,? 345.8K,2016,www.mindtitan.com
114,,software & HR,,,,,,
115,Moss Estonia,FinTech,B2B,14,? 87.9K,? 160.2K,2021,https://en.getmoss.com/
116,meetFrank,Business,"B2B,",17,? 86.1K,? 526.5K,2017,https://www.meetfrank.com/
117,,software & HR,B2B2C,,,,,
118,NEXD,AdTech &,"B2B,",18,? 85.9K,? 379.5K,2015,https://nexd.com
119,,Creative Tech,B2B2C,,,,,
120,Shopz.com,Consumer,B2B,18,? 85.8K,? 308.9K,2020,www.shopz.com
121,,products and,,,,,,
122,,services,,,,,,
123,R8 TECHNOLOGIES,PropTech &,B2B,19,? 80K,? 171.3K,2017,https://r8tech.io/
124,,Construction,,,,,,
125,Agileworks,Business,-,22,? 78.7K,? 312.3K,2011,https://www.agileworks.eu/
126,,software & HR,,,,,,
127,Guardarian OU,FinTech,"B2B, B2C,",10,? 77.5K,? 587.6K,2017,guardarian.com
128,,,B2B2C,,,,,
129,Evocon OU,Advanced,B2B,21,? 70.8K,? 340.8K,2016,www.evocon.com
130,,Manufacturing,,,,,,
131,,& Industry,,,,,,
132,Emphy,TravelTech,-,31,? 68.8K,? 266,2017,https://emphy.io/
133,1oT,Communication,B2B,17,? 68.2K,? 1.1M,2016,http://1oT.com/
134,Snackable,Communication,-,12,? 67.7K,-,2019,https://www.snackable.ai/
135,CoinMetro Group OU,FinTech,"C2C, B2C",18,? 66.8K,? 8.1K,2018,https://coinmetro.com/
136,Synctuition OU,"HealthTech, Life","B2B, B2C",19,? 65.6K,? 1.5M,2016,www.synctuition.com
137,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
138,,,model,count 4Q,taxes 4Q,4Q,founded,
139,,sciences &,,,,,,
140,,Wellness,,,,,,
141,Remato,PropTech &,B2B,15,? 65.2K,? 174.1K,2018,https://remato.com
142,,Construction,,,,,,
143,SensusQ,Communication,B2G,13,? 64.5K,? 52.2K,2020,www.sensusq.com
144,NodeSWAT,Business,-,15,? 64.3K,? 396.6K,2012,https://nodeswat.com/
145,,software & HR,,,,,,
146,PowerUp Fuel Cells OU,CleanTech,"B2B,",30,? 62.6K,? 45.7K,2016,https://powerup-tech.com
147,,,B2B2C,,,,,
148,ESTO,FinTech,B2B2C,17,? 62.6K,? 70K,2017,https://esto.ee
149,Planet42,FinTech,"B2C,",8,? 62.3K,? 9.5K,2017,www.planet42.com
150,,,B2B2C,,,,,
151,Bikeep,Transportation,"B2B, B2G,",20,? 62K,? 171.1K,2012,http://bikeep.com
152,,& Logistics,B2B2C,,,,,
153,GlobalReader,Advanced,B2B,14,? 61.8K,? 289.3K,2014,www.globalreader.eu
154,,Manufacturing,,,,,,
155,,& Industry,,,,,,
156,Weekdone,Business,B2B,16,? 61.6K,? 229.2K,2012,weekdone.com
157,,software & HR,,,,,,
158,Nevercode,Business,B2B,14,? 61.4K,? 58.7K,2015,https://codemagic.io
159,,software & HR,,,,,,
160,Bisly,PropTech &,B2B,13,? 61.2K,? 447.1K,2011,www.bisly.com
161,,Construction,,,,,,
162,Warren,Communication,"B2B,",10,? 60K,? 73.7K,2012,https://warren.io
163,,,B2B2C,,,,,
164,Outvio OU,Business,B2B2C,22,? 59K,? 422.5K,2017,https://outvio.com
165,,software & HR,,,,,,
166,Fyma OU,PropTech &,"B2B, B2G",10,? 58.5K,? 20.6K,2017,www.fyma.ai
167,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
168,,,model,count 4Q,taxes 4Q,4Q,founded,
169,,Construction,,,,,,
170,UpSteam,CleanTech,"B2B, B2C",39,? 58.5K,? 203.1K,2017,https://www.upsteam.ee/eng.html
171,SportID,"HealthTech, Life","B2B, B2C",17,? 58K,? 302.1K,2012,www.stebby.eu
172,,sciences &,,,,,,
173,,Wellness,,,,,,
174,Digital Sputnik,AdTech &,"B2B, B2C",12,? 57.9K,? 188.6K,2014,www.digitalsputnik.com
175,,Creative Tech,,,,,,
176,Credy,FinTech,B2C,11,? 57.4K,? 2M,2015,www.credy.com
177,Thinnect,Communication,B2B,15,? 56.8K,? 148K,2015,www.thinnect.com
178,Uku,Consumer,"B2B,",16,? 56.4K,? 430.3K,2017,getuku.com
179,,products and,B2B2C,,,,,
180,,services,,,,,,
181,Smaily email marketing,Business,"B2C,",13,? 54.1K,? 284.9K,2015,https://smaily.com
182,and automation,software & HR,B2B2C,,,,,
183,HUUM,Consumer,-,22,? 53.8K,? 2.2M,2013,http://huum.eu/
184,,products and,,,,,,
185,,services,,,,,,
186,self-driving ELMO Rent,Transportation,"B2B, B2C,",21,? 53.5K,? 565K,2017,www.elmorent.ee
187,,& Logistics,B2B2C,,,,,
188,Outfunnel,AdTech &,B2B,8,? 51.2K,? 72.4K,2018,https://outfunnel.com
189,,Creative Tech,,,,,,
190,Hepta,CleanTech,B2B,33,? 51.2K,? 220.9K,2017,https://heptaairborne.com
191,Opiq,EdTech,"B2B,",17,? 51K,? 1.2M,2013,http://www.opiq.ee
192,,,B2B2C,,,,,
193,Bankish,FinTech,B2B,8,? 50.7K,? 142.8K,2017,www.bankish.eu
194,Wolf3D,Gaming,"B2B,",10,? 50.4K,? 117.2K,2014,www.wolf3d.io
195,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
196,,,model,count 4Q,taxes 4Q,4Q,founded,
197,Vok Bikes,Transportation,"B2B,",21,? 49.9K,? 69.1K,2019,https://www.vokbikes.com/
198,,& Logistics,B2B2C,,,,,
199,Rendin,PropTech &,"B2C,",12,? 49.8K,? 8.8K,2019,www.rendin.co
200,,Construction,B2B2C,,,,,
201,Salto,Communication,C2C,1,? 49.5K,? 207.5K,2017,https://salto.co/
202,Devolon,FinTech,"B2B, B2C",8,? 49K,? 275.3K,2014,-
203,Paywerk,FinTech,"B2B, B2C,",4,? 48.1K,? 21.2K,2021,https://paywerk.co
204,,,B2B2C,,,,,
205,Ignium,FinTech,"B2B,",9,? 47.1K,? 12K,2019,www.ignium.io
206,,,B2B2C,,,,,
207,BASIS ID,CyberTech,"B2B, B2C",15,? 46.1K,? 21.6K,2016,https://basisid.com
208,GScan,Advanced,B2G,12,? 45.9K,? 12.5K,2018,https://gscan.eu
209,,Manufacturing,,,,,,
210,,& Industry,,,,,,
211,Fusebox,CleanTech,"B2B,",12,? 45.7K,? 139K,2014,www.fusebox.energy
212,,,B2B2C,,,,,
213,Bercman Technologies,CleanTech,"B2B, B2G",16,? 45.2K,? 82.4K,2016,www.bercman.com
214,MotherLink,AdTech &,B2B,15,? 45.1K,? 812.8K,2017,https://motherlink.io
215,,Creative Tech,,,,,,
216,upitech,"HealthTech, Life",-,8,? 44K,? 300.1K,2014,http://www.upitech.ee/
217,,sciences &,,,,,,
218,,Wellness,,,,,,
219,Eurostep Digital,FinTech,B2B,7,? 41.8K,? 11.8K,2017,www.eurostepdigital.com
220,Respiray,"HealthTech, Life","B2B, B2C",11,? 40.5K,? 57.9K,2020,www.respiray.com
221,,sciences &,,,,,,
222,,Wellness,,,,,,
223,Sentinel,CyberTech,"B2B, B2G",8,? 39.7K,? 205.8K,2018,https://thesentinel.ai
224,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
225,,,model,count 4Q,taxes 4Q,4Q,founded,
226,Crowdestate,FinTech,"B2B, B2C",3,? 39.6K,? 184.6K,2019,www.crowdestate.eu
227,Lightyear,FinTech,-,3,? 39.5K,-,2021,https://golightyear.com/
228,Clanbeat,EdTech,"B2B, B2G",11,? 37.9K,? 36K,2018,clanbeat.com
229,FeelingStream,Business,"B2B,",24,? 37.9K,? 129.5K,2015,https://www.feelingstream.com
230,,software & HR,B2B2C,,,,,
231,Atomic Wallet,FinTech,B2C,4,? 37.4K,? 2.8M,2018,https://atomicwallet.io/
232,Clickwork Games,Gaming,-,9,? 37.3K,? 544.8K,2019,https://clickworkgames.com/
233,Timbeter,Advanced,-,14,? 37.2K,? 52.8K,2013,http://www.timbeter.com/
234,,Manufacturing,,,,,,
235,,& Industry,,,,,,
236,Speys,Transportation,B2B,8,? 37K,? 605.8K,2016,https://www.speys.com/
237,,& Logistics,,,,,,
238,Teamscope,Business,B2B,6,? 36.7K,? 61.1K,2015,https://teamscope.io
239,,software & HR,,,,,,
240,Modern Mobility,Transportation,"B2G, B2C",7,? 36.4K,? 50.1K,2018,https://www.modernmobility.eu/
241,,& Logistics,,,,,,
242,Marduk Technologies,SpaceTech,"B2B, B2G",12,? 36.2K,? 13.2K,2016,www.marduk.ee
243,Solarstone,CleanTech,"B2B, B2C,",19,? 35.9K,? 495K,2015,https://solarstone.com
244,,,B2B2C,,,,,
245,KappaZeta,SpaceTech,"B2B, B2G",15,? 35.6K,? 232.8K,2015,www.kappazeta.ee
246,VIVITA International OU,EdTech,B2C,10,? 35.6K,? 2.9K,2018,www.vivita.co
247,Brightspark,Business,B2B,9,? 35.3K,? 38.4K,2011,https://lexi.market
248,,software & HR,,,,,,
249,Yaga,Consumer,C2C,9,? 35.3K,? 217.5K,2017,yaga.co.za
250,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
251,,,model,count 4Q,taxes 4Q,4Q,founded,
252,Spaceit,SpaceTech,"B2B,",6,? 35.3K,? 3.6K,2015,https://www.spaceit.eu/
253,,,B2B2C,,,,,
254,Cachet,FinTech,B2B2C,5,? 34.9K,? 111.9K,2018,www.cachet.me
255,Overstep by Gamecan,Gaming,"B2B, B2C",19,? 34.5K,? 77.8K,2015,www.overstepgame.com
256,ParcelSea,Transportation,"B2B, B2C,",6,? 34.4K,? 23.9K,2020,https://parcelsea.com/en
257,,& Logistics,B2B2C,,,,,
258,HIGH MOBILITY,Transportation,B2B2C,6,? 34.4K,? 96.6K,2013,https://high-mobility.com/
259,,& Logistics,,,,,,
260,Snabb,Business,B2B,15,? 34.4K,? 401.3K,2015,https://barking.ee/
261,,software & HR,,,,,,
262,Laava Tech (previously,AgTech &,"B2B, B2C,",9,? 34.2K,-,2017,laavatech.com
263,ArtiSun),FoodTech,B2B2C,,,,,
264,Income,FinTech,"B2B, B2C",8,? 33.2K,? 65.1K,2020,www.getincome.com
265,UBIK Solutions,CleanTech,"B2B, B2C,",12,? 32.6K,? 93.7K,2011,www.ubiksolutions.eu
266,,,B2B2C,,,,,
267,Woola,CleanTech,B2B,8,? 32.1K,? 16.5K,2020,woola.xyz
268,DriveX,Transportation,"B2B,",8,? 30.6K,? 69.3K,2019,www.drivex.ee
269,,& Logistics,B2B2C,,,,,
270,Dashbird,Business,-,6,? 30.5K,? 158.3K,2017,https://dashbird.io/
271,,software & HR,,,,,,
272,Mediamodifier,AdTech &,"B2B, B2C,",10,? 30.2K,? 123K,2019,https://mediamodifier.com
273,,Creative Tech,B2B2C,,,,,
274,voog,Business,-,9,? 30.1K,? 159.7K,2011,https://www.voog.com/en
275,,software & HR,,,,,,
276,Eziil Production,Advanced,B2B,10,? 29.9K,? 91.2K,2016,www.eziil.com
277,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
278,,,model,count 4Q,taxes 4Q,4Q,founded,
279,LightCode Photonics,Advanced,B2B,11,? 29.3K,? 720,2020,www.lightcodephotonics.com
280,,Manufacturing,,,,,,
281,,& Industry,,,,,,
282,PARSIQ,FinTech,"B2B, B2C",9,? 29.1K,? 605.9K,2018,https://www.parsiq.net/
283,Bidrento,PropTech &,B2B,6,? 29.1K,? 26.3K,2019,https://bidrento.com/
284,,Construction,,,,,,
285,Avokaado,Business,"B2B, B2C",8,? 29.1K,? 97K,2015,www.avokaado.com
286,,software & HR,,,,,,
287,FleetGuru,Business,B2B,2,? 28.9K,? 2.6K,2020,fleetguru.app
288,,software & HR,,,,,,
289,SPEAKLY,EdTech,"B2B, B2C",17,? 28.9K,? 189K,2018,https://www.speakly.me
290,Autobahn,Transportation,"B2B,",4,? 28.7K,? 97.9K,2013,www.autobahn.tech
291,,& Logistics,B2B2C,,,,,
292,Resys,FinTech,-,7,? 28.5K,? 274.5K,2016,http://www.resys.io/
293,Scanbro,Advanced,B2B,6,? 28.5K,? 45.2K,2017,https://scanbro.com
294,,Manufacturing,,,,,,
295,,& Industry,,,,,,
296,Medihub,"HealthTech, Life",B2B,21,? 28.3K,? 3.5K,2015,https://medihub.me/en
297,,sciences &,,,,,,
298,,Wellness,,,,,,
299,CUPLOOP,CleanTech,"B2B,",8,? 28.2K,? 13K,2018,www.cuploop.com
300,,,B2B2C,,,,,
301,Fintech-Market,FinTech,"B2B,",11,? 28K,? 206.5K,2018,https://www.fintech-market.com
302,,,B2B2C,,,,,
303,99math,EdTech,"B2C,",9,? 27.8K,-,2019,www.99math.com
304,,,B2B2C,,,,,
305,Wert,FinTech,"B2B,",6,? 27.7K,-,2020,wert.io
306,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
307,,,model,count 4Q,taxes 4Q,4Q,founded,
308,BLE Locking,Consumer,"B2B, B2C,",6,? 27.4K,? 110.5K,2018,www.blelocking.com
309,,products and,B2B2C,,,,,
310,,services,,,,,,
311,ViisTek Media OU,AdTech &,"B2C,",7,? 27.1K,? 202.7K,2012,http://www.viistek.com/
312,,Creative Tech,B2B2C,,,,,
313,Nobe Cars,Advanced,"B2B, B2G,",7,? 27K,? 289.1K,2017,www.mynobe.com
314,,Manufacturing,C2C,,,,,
315,,& Industry,,,,,,
316,Promoty,AdTech &,B2B,8,? 26.8K,? 238.1K,2017,https://www.promoty.io
317,,Creative Tech,,,,,,
318,Mekl,Business,B2B,3,? 26.6K,? 81.2K,2019,https://www.mekl.io/
319,,software & HR,,,,,,
320,So.Fa.Dog,AdTech &,"B2B,",7,? 26K,? 10.6K,2020,https://so.fa.dog
321,,Creative Tech,B2B2C,,,,,
322,Deel,Business,"B2B,",9,? 25.8K,? 55.9K,2021,https://www.letsdeel.com/
323,,software & HR,B2B2C,,,,,
324,Advendor,AdTech &,-,9,? 25.8K,? 572.5K,2014,https://advendor.net/
325,,Creative Tech,,,,,,
326,Fairown,FinTech,B2B,5,? 25.6K,-,2018,www.fairown.com
327,Moderan Solutions,PropTech &,B2B,7,? 25.5K,? 59.2K,2015,https://www.moderansolutions.com
328,,Construction,,,,,,
329,REBELROAM OU,CyberTech,"B2B,",7,? 25.4K,? 456.1K,2015,www.rebelroam.com
330,,,B2B2C,,,,,
331,Haut.AI,"HealthTech, Life","B2B,",5,? 25.3K,? 856.9K,2018,https://haut.ai/
332,,sciences &,B2B2C,,,,,
333,,Wellness,,,,,,
334,Aeon Must Die! by,Gaming,"B2B, B2C,",11,? 24.8K,? 11.8K,2016,http://limestone-games.com
335,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
336,,,model,count 4Q,taxes 4Q,4Q,founded,
337,Parcelfellow,Transportation,B2B2C,12,? 24.7K,? 294.2K,2014,www.parcelfellows.com
338,,& Logistics,,,,,,
339,RecruitLab,Business,"B2B, B2G",5,? 24.6K,? 28.2K,2020,https://recruitlab.co.uk
340,,software & HR,,,,,,
341,Viseven,Business,-,5,? 24.4K,? 7M,2014,https://viseven.com
342,,software & HR,,,,,,
343,Modash,AdTech &,B2B,7,? 24.1K,? 306.1K,2018,https://www.modash.io/
344,,Creative Tech,,,,,,
345,Siffi,"HealthTech, Life","B2B,",6,? 23.9K,? 101.4K,2018,www.siffi.com
346,,sciences &,B2B2C,,,,,
347,,Wellness,,,,,,
348,Antegenes,"HealthTech, Life","B2B, B2C,",9,? 23.9K,? 729,2018,www.antegenes.com
349,,sciences &,B2B2C,,,,,
350,,Wellness,,,,,,
351,Gridio,CleanTech,"B2C,",5,? 23.7K,? 3.4K,2018,https://gridio.io/en
352,,,B2B2C,,,,,
353,Fitlap OU,"HealthTech, Life",B2C,7,? 23.5K,? 178.4K,2015,https://fitlap.ee
354,,sciences &,,,,,,
355,,Wellness,,,,,,
356,Hygify,"HealthTech, Life","B2B,",9,? 23.2K,? 121.6K,2018,www.hygify.info
357,,sciences &,B2B2C,,,,,
358,,Wellness,,,,,,
359,NEURISIUM,Advanced,B2B,6,? 23.2K,? 75.6K,2017,www.neurisium.com
360,,Manufacturing,,,,,,
361,,& Industry,,,,,,
362,Superhands,CleanTech,"B2B, B2C,",10,? 23.2K,? 123.8K,2014,https://superhands.ee/en/
363,,,B2B2C,,,,,
364,Coursy.io,Business,"B2B, B2G,",5,? 23K,? 81.3K,2019,https://www.coursy.io/
365,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
366,,,model,count 4Q,taxes 4Q,4Q,founded,
367,Mikaels Lab,Business,-,5,? 22.9K,? 408.9K,2018,https://mikaels.com/
368,,software & HR,,,,,,
369,Elsavie,"HealthTech, Life","B2B, B2C",7,? 22.8K,? 53.8K,2020,www.elsavie.com
370,,sciences &,,,,,,
371,,Wellness,,,,,,
372,Mothership,FinTech,"B2B, B2C",2,? 22.8K,? 409,2017,https://mothership.cx
373,Area9 Rhapsode,EdTech,"B2B, B2G,",22,? 22.6K,? 125K,2021,https://area9lyceum.com
374,,,B2B2C,,,,,
375,JxBrowser,Business,B2B,3,? 21.8K,? 3.7M,2016,https://www.teamdev.com/jxbrowser
376,,software & HR,,,,,,
377,Gratitude Services,Consumer,"B2B, B2C",10,? 21.8K,? 73.6K,2019,https://gratitudeservices.com
378,,products and,,,,,,
379,,services,,,,,,
380,Citybee,Transportation,B2C,8,? 21.6K,? 1.6M,2019,www.citybee.ee
381,,& Logistics,,,,,,
382,Kriptomat,FinTech,B2C,5,? 21.5K,? 501.4K,2018,https://kriptomat.io/
383,Lydian,AdTech &,"B2B,",9,? 21.4K,? 70K,2018,getlydian.com
384,,Creative Tech,B2B2C,,,,,
385,Yanu,Consumer,"B2B, B2C",6,? 21.4K,? 9.4K,2018,https://yanu.ai
386,,products and,,,,,,
387,,services,,,,,,
388,eID Easy,CyberTech,"B2B,",3,? 21.1K,? 14.6K,2016,https://eideasy.com
389,,,B2B2C,,,,,
390,ProBit Exchange,FinTech,"B2B, B2C",6,? 20.4K,-,2020,www.probit.com
391,LoQuiz,TravelTech,B2B,7,? 20.2K,? 86.9K,2011,loquiz.com
392,Rexplorer,CleanTech,"B2B, B2C",5,? 20.1K,? 1.9K,2020,https://www.rexplorer.ee/
393,Lokimo,TravelTech,B2B2C,3,? 20K,? 53.2K,2017,www.lokimo.ee
394,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
395,,,model,count 4Q,taxes 4Q,4Q,founded,
396,Liigu,TravelTech,B2C,8,? 19.9K,? 19.7K,2021,https://liigu.me
397,Degritter,Consumer,B2B2C,11,? 19.9K,? 687.9K,2015,https://degritter.com
398,,products and,,,,,,
399,,services,,,,,,
400,VideoCV OU,Business,B2B,7,? 19.7K,? 13K,2016,https://videocv.io/en
401,,software & HR,,,,,,
402,Airobot,CleanTech,"B2B, B2C",5,? 19.6K,? 192.1K,2013,www.airobot.ee
403,Find Fashion,AdTech &,B2B,5,? 19.5K,? 65.8K,2019,find.fashion
404,,Creative Tech,,,,,,
405,Hive.id,CyberTech,B2B2C,1,? 19.3K,-,2018,https://hive.id
406,SoftComply,"HealthTech, Life",B2B,3,? 19.3K,? 107.1K,2016,https://softcomply.com/
407,,sciences &,,,,,,
408,,Wellness,,,,,,
409,GuestJoy,TravelTech,"B2B,",6,? 19.1K,? 105.7K,2014,https://guestjoy.com/
410,,,B2B2C,,,,,
411,Aerostat H2H,Business,B2B2C,27,? 18.7K,? 187.3K,2020,www.h2h.ee
412,,software & HR,,,,,,
413,Dermtest OU,"HealthTech, Life","B2B, B2G,",4,? 18.6K,? 40.1K,2013,www.dermtest.com
414,,sciences &,B2B2C,,,,,
415,,Wellness,,,,,,
416,Companio (formerly Your,Business,B2B,7,? 18.5K,? 281.8K,2018,https://companio.co
417,Company In Estonia),software & HR,,,,,,
418,Envoice,FinTech,-,11,? 18.5K,? 97.6K,2015,https://envoice.eu/et/
419,TEXTA OU,Communication,"B2B, B2G",7,? 17.9K,? 33.1K,2016,www.texta.ee
420,shoproller,AdTech &,-,5,? 17.9K,? 73K,2012,http://www.shoproller.ee/
421,,Creative Tech,,,,,,
422,FoodDocs,AgTech &,B2B,11,? 17.5K,? 95.5K,2017,www.fooddocs.com
