,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
70,CyberCube Analytics,CyberTech,B2B,17,? 124.4K,? 2.5K,2019,www.cybcube.com
71,eAgronom,AgTech &,B2B,30,? 118.7K,? 314.1K,2016,http://eagronom.com/
72,,FoodTech,,,,,,
73,Deel,Business,"B2B,",27,? 118.4K,? 308.5K,2021,https://www.letsdeel.com/
74,,software & HR,B2B2C,,,,,
75,Viveo Health,"HealthTech, Life","B2B, B2C",30,? 115.8K,-,2017,www.viveohealth.com
76,,sciences &,,,,,,
77,,Wellness,,,,,,
78,Salv,FinTech,B2B,30,? 112.3K,? 160.2K,2018,www.salv.com
79,Auve,Transportation,"B2B,",35,? 112.3K,? 40.6K,2017,auve.tech
80,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
81,,,model,count 2Q,taxes 2Q,2Q,founded,
82,Roofit.solar,CleanTech,"B2B, B2C,",28,? 108.3K,? 910.4K,2016,https://roofit.solar
83,,,B2B2C,,,,,
84,Pocopay,FinTech,-,15,? 108K,? 678.4K,2014,http://www.pocopay.com/
85,SkySelect,Transportation,B2B,13,? 104.9K,? 313.1K,2017,www.skyselect.com
86,,& Logistics,,,,,,
87,Funderbeam.,FinTech,"B2C,",14,? 103.9K,? 293.5K,2013,www.funderbeam.com
88,,,B2B2C,,,,,
89,Burfa,CyberTech,-,23,? 102.1K,? 3.2M,2013,https://burfa.com/
90,Polybius,FinTech,B2C,15,? 101.4K,? 357.3K,2018,https://osom.finance
91,MCF,Communication,B2B,22,? 98.5K,? 132.4K,2016,https://greenergydatacenters.com/
92,Lingvist,EdTech,B2C,18,? 98.5K,? 727.3K,2013,http://lingvist.io/
93,Fractory,Advanced,"B2B, B2C",18,? 93K,? 1.3M,2017,fractory.com
94,,Manufacturing,,,,,,
95,,& Industry,,,,,,
96,MINDTITAN,Business,B2B,30,? 89.5K,? 236.5K,2016,www.mindtitan.com
97,,software & HR,,,,,,
98,Messente,CyberTech,B2B,16,? 88.3K,? 3.1M,2013,www.messente.com
99,Communications,,,,,,,
100,Jobbatical,Business,B2B2C,13,? 87.5K,? 318K,2014,https://jobbatical.com/
101,,software & HR,,,,,,
102,meetFrank,Business,"B2B,",13,? 87K,? 384.9K,2017,https://www.meetfrank.com/
103,,software & HR,B2B2C,,,,,
104,Agrello,Business,"B2B, B2C,",12,? 86.3K,? 13.7K,2017,https://www.agrello.io
105,,software & HR,B2B2C,,,,,
106,Silen,Advanced,-,20,? 84.6K,? 910.3K,2018,https://silenspace.com/
107,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
108,,,model,count 2Q,taxes 2Q,2Q,founded,
109,NEXD,AdTech &,"B2B,",16,? 80K,? 280.1K,2015,https://nexd.com
110,,Creative Tech,B2B2C,,,,,
111,Agileworks,Business,-,23,? 78.3K,? 269.9K,2011,https://www.agileworks.eu/
112,,software & HR,,,,,,
113,MRP Easy,Business,B2B,16,? 77K,? 612.1K,2014,www.mrpeasy.com
114,,software & HR,,,,,,
115,Swappie,Consumer,B2C,229,? 76.2K,? 1.2M,2020,www.swappie.com
116,,products and,,,,,,
117,,services,,,,,,
118,Area9 Rhapsode,EdTech,"B2B, B2G,",22,? 75.4K,? 198.7K,2021,https://area9lyceum.com
119,,,B2B2C,,,,,
120,Eziil Production,Advanced,B2B,17,? 75.1K,? 97.1K,2016,www.eziil.com
121,Intelligence OU,Manufacturing,,,,,,
122,,& Industry,,,,,,
123,1oT,Communication,B2B,14,? 74.1K,? 504.6K,2016,http://1oT.com/
124,Weekdone,Business,B2B,17,? 73.1K,? 268.7K,2012,weekdone.com
125,,software & HR,,,,,,
126,Synctuition OU,"HealthTech, Life","B2B, B2C",21,? 73K,? 2.1M,2016,www.synctuition.com
127,,sciences &,,,,,,
128,,Wellness,,,,,,
129,Shopz.com,Consumer,B2B,16,? 72.2K,? 231.1K,2020,www.shopz.com
130,,products and,,,,,,
131,,services,,,,,,
132,NodeSWAT,Business,-,14,? 71.3K,? 395.4K,2012,https://nodeswat.com/
133,,software & HR,,,,,,
134,MotherLink,AdTech &,B2B,20,? 70.3K,? 945.9K,2017,https://motherlink.io
135,,Creative Tech,,,,,,
136,Pactum AI OU,Business,"B2B, B2C,",11,? 69.7K,? 261.1K,2019,www.pactum.com
137,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
138,,,model,count 2Q,taxes 2Q,2Q,founded,
139,So.Fa.Dog,AdTech &,"B2B,",20,? 69.3K,? 12.7K,2020,https://so.fa.dog
140,,Creative Tech,B2B2C,,,,,
141,Guardarian OU,FinTech,"B2B, B2C,",10,? 64.6K,? 915.1K,2017,guardarian.com
142,,,B2B2C,,,,,
143,R8 TECHNOLOGIES,PropTech &,B2B,13,? 64.1K,? 131.7K,2017,https://r8tech.io/
144,,Construction,,,,,,
145,Nevercode,Business,B2B,16,? 63.5K,? 1M,2015,https://codemagic.io
146,,software & HR,,,,,,
147,Warren,Communication,"B2B,",11,? 63K,? 47.6K,2012,https://warren.io
148,,,B2B2C,,,,,
149,Thinnect,Communication,B2B,14,? 62.4K,? 722.9K,2015,www.thinnect.com
150,Qminder,Business,B2B,13,? 62K,? 381.6K,2011,qminder.com
151,,software & HR,,,,,,
152,Aerostat H2H,Business,B2B2C,72,? 61.4K,? 127.9K,2020,www.h2h.ee
153,,software & HR,,,,,,
154,Outfunnel,AdTech &,B2B,9,? 59K,? 95.1K,2018,https://outfunnel.com
155,,Creative Tech,,,,,,
156,SportID,"HealthTech, Life","B2B, B2C",19,? 58.7K,? 247.1K,2012,www.stebby.eu
157,,sciences &,,,,,,
158,,Wellness,,,,,,
159,Credy,FinTech,B2C,12,? 58.6K,? 1.6M,2015,www.credy.com
160,Snackable,Communication,-,12,? 58.5K,-,2019,https://www.snackable.ai/
161,Marduk Technologies,SpaceTech,"B2B, B2G",14,? 54.9K,? 5.1K,2016,www.marduk.ee
162,Evocon OU,Advanced,B2B,21,? 54.2K,? 361K,2016,www.evocon.com
163,,Manufacturing,,,,,,
164,,& Industry,,,,,,
165,SensusQ,Communication,B2G,10,? 53.2K,? 1.3K,2020,www.sensusq.com
166,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
167,,,model,count 2Q,taxes 2Q,2Q,founded,
168,Emphy,TravelTech,-,32,? 53.1K,-,2017,https://emphy.io/
169,Salto,Communication,C2C,11,? 52.9K,? 182.3K,2017,https://salto.co/
170,ESTO,FinTech,B2B2C,13,? 52.6K,? 50.5K,2017,https://esto.ee
171,Devolon,FinTech,"B2B, B2C",8,? 52.4K,? 129K,2014,-
172,GlobalReader,Advanced,B2B,12,? 50.5K,? 273.1K,2014,www.globalreader.eu
173,,Manufacturing,,,,,,
174,,& Industry,,,,,,
175,Uku,Consumer,"B2B,",14,? 48.8K,? 328.2K,2017,getuku.com
176,,products and,B2B2C,,,,,
177,,services,,,,,,
178,Clanbeat,EdTech,"B2B, B2G",10,? 48.6K,? 1.5K,2018,clanbeat.com
179,Fyma OU,PropTech &,"B2B, B2G",10,? 48.5K,? 18K,2017,www.fyma.ai
180,,Construction,,,,,,
181,Smaily email marketing,Business,"B2C,",12,? 47.3K,? 260.2K,2015,https://smaily.com
182,and automation,software & HR,B2B2C,,,,,
183,Speys,Transportation,B2B,9,? 46.3K,? 826.2K,2016,https://www.speys.com/
184,,& Logistics,,,,,,
185,Bankish,FinTech,B2B,7,? 45.4K,? 100.2K,2017,www.bankish.eu
186,Timbeter,Advanced,-,13,? 44.3K,? 115.6K,2013,http://www.timbeter.com/
187,,Manufacturing,,,,,,
188,,& Industry,,,,,,
189,Rendin,PropTech &,"B2C,",10,? 42.7K,? 7.8K,2019,www.rendin.co
190,,Construction,B2B2C,,,,,
191,VIVITA International OU,EdTech,B2C,7,? 42.4K,? 5.3K,2018,www.vivita.co
192,upitech,"HealthTech, Life",-,10,? 42.4K,? 242.4K,2014,http://www.upitech.ee/
193,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
194,,,model,count 2Q,taxes 2Q,2Q,founded,
195,Opiq,EdTech,"B2B,",15,? 42.1K,? 404.7K,2013,http://www.opiq.ee
196,,,B2B2C,,,,,
197,Brightspark,Business,B2B,8,? 41.8K,? 84.5K,2011,https://lexi.market
198,,software & HR,,,,,,
199,CoinMetro Group OU,FinTech,"C2C, B2C",16,? 41.8K,? 38.3K,2018,https://coinmetro.com/
200,Advendor,AdTech &,-,11,? 41.4K,? 594.4K,2014,https://advendor.net/
201,,Creative Tech,,,,,,
202,BASIS ID,CyberTech,"B2B, B2C",17,? 40.6K,? 15.8K,2016,https://basisid.com
203,Remato,PropTech &,B2B,12,? 40.1K,? 102.4K,2018,https://remato.com
204,,Construction,,,,,,
205,Eurostep Digital,FinTech,B2B,7,? 40.1K,? 17K,2017,www.eurostepdigital.com
206,REBELROAM OU,CyberTech,"B2B,",8,? 40K,? 146.8K,2015,www.rebelroam.com
207,,,B2B2C,,,,,
208,Respiray,"HealthTech, Life","B2B, B2C",12,? 39.6K,? 175.6K,2020,www.respiray.com
209,,sciences &,,,,,,
210,,Wellness,,,,,,
211,Dashbird,Business,-,9,? 39.3K,? 337.6K,2017,https://dashbird.io/
212,,software & HR,,,,,,
213,UpSteam,CleanTech,"B2B, B2C",38,? 39.3K,? 133.1K,2017,https://www.upsteam.ee/eng.html
214,HUUM,Consumer,-,19,? 37.3K,? 2M,2013,http://huum.eu/
215,,products and,,,,,,
216,,services,,,,,,
217,Bercman Technologies,CleanTech,"B2B, B2G",10,? 37.2K,? 6.9K,2016,www.bercman.com
218,UBIK Solutions,CleanTech,"B2B, B2C,",8,? 36.9K,? 91.2K,2011,www.ubiksolutions.eu
219,,,B2B2C,,,,,
220,Solarstone,CleanTech,"B2B, B2C,",16,? 35.9K,? 364.5K,2015,https://solarstone.com
221,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
222,,,model,count 2Q,taxes 2Q,2Q,founded,
223,Income,FinTech,"B2B, B2C",7,? 34.5K,? 114K,2020,www.getincome.com
224,voog,Business,-,8,? 33.1K,? 231.1K,2011,https://www.voog.com/en
225,,software & HR,,,,,,
226,Wolf3D,Gaming,"B2B,",10,? 33K,? 33.9K,2014,www.wolf3d.io
227,,,B2B2C,,,,,
228,Bisly,PropTech &,B2B,11,? 32.8K,? 113.5K,2011,www.bisly.com
229,,Construction,,,,,,
230,Lokimo,TravelTech,B2B2C,5,? 32.3K,? 52.5K,2017,www.lokimo.ee
231,Laava Tech (previously,AgTech &,"B2B, B2C,",7,? 31.8K,? 75,2017,laavatech.com
232,ArtiSun),FoodTech,B2B2C,,,,,
233,KappaZeta,SpaceTech,"B2B, B2G",13,? 31.3K,? 82.9K,2015,www.kappazeta.ee
234,Teamscope,Business,B2B,6,? 30.5K,? 67.8K,2015,https://teamscope.io
235,,software & HR,,,,,,
236,Parcelfellow,Transportation,B2B2C,15,? 30.4K,? 285.9K,2014,www.parcelfellows.com
237,,& Logistics,,,,,,
238,Yaga,Consumer,C2C,7,? 28.8K,? 164K,2017,yaga.co.za
239,,products and,,,,,,
240,,services,,,,,,
241,TEXTA OU,Communication,"B2B, B2G",8,? 28.3K,? 14.5K,2016,www.texta.ee
242,FeelingStream,Business,"B2B,",42,? 28.1K,? 82.1K,2015,https://www.feelingstream.com
243,,software & HR,B2B2C,,,,,
244,Vok Bikes,Transportation,"B2B,",14,? 28.1K,? 21.3K,2019,https://www.vokbikes.com/
245,,& Logistics,B2B2C,,,,,
246,Bikeep,Transportation,"B2B, B2G,",16,? 27.4K,? 163.1K,2012,http://bikeep.com
247,,& Logistics,B2B2C,,,,,
248,PowerUp Fuel Cells OU,CleanTech,"B2B,",19,? 27.3K,? 76.3K,2016,https://powerup-tech.com
249,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
250,,,model,count 2Q,taxes 2Q,2Q,founded,
251,Fitlap OU,"HealthTech, Life",B2C,7,? 26.3K,? 249.8K,2015,https://fitlap.ee
252,,sciences &,,,,,,
253,,Wellness,,,,,,
254,Woola,CleanTech,B2B,8,? 26K,? 22.8K,2020,woola.xyz
255,Cachet,FinTech,B2B2C,6,? 25.8K,? 10.8K,2018,www.cachet.me
256,EyeVi Technologies,Transportation,B2B,13,? 25.5K,? 57.1K,2020,https://www.eyevi.tech
257,,& Logistics,,,,,,
258,IPDx,"HealthTech, Life","B2B, B2C",8,? 25.4K,? 34.4K,2017,www.ipdx.eu
259,,sciences &,,,,,,
260,,Wellness,,,,,,
261,ViisTek Media OU,AdTech &,"B2C,",7,? 25.3K,? 339.4K,2012,http://www.viistek.com/
262,,Creative Tech,B2B2C,,,,,
263,Fintech-Market,FinTech,"B2B,",11,? 25.2K,? 157.4K,2018,https://www.fintech-market.com
264,,,B2B2C,,,,,
265,Coursy.io,Business,"B2B, B2G,",5,? 25K,? 90K,2019,https://www.coursy.io/
266,,software & HR,B2B2C,,,,,
267,HUGO.legal,Business,"B2B, C2C",6,? 24.6K,? 298.4K,2015,www.hugo.legal
268,,software & HR,,,,,,
269,NEURISIUM,Advanced,B2B,7,? 24.5K,? 125.5K,2017,www.neurisium.com
270,,Manufacturing,,,,,,
271,,& Industry,,,,,,
272,Citybee,Transportation,B2C,9,? 24.5K,? 1.4M,2019,www.citybee.ee
273,,& Logistics,,,,,,
274,Resys,FinTech,-,7,? 24K,? 17K,2016,http://www.resys.io/
275,Mothership,FinTech,"B2B, B2C",2,? 24K,? 674,2017,https://mothership.cx
276,HIGH MOBILITY,Transportation,B2B2C,5,? 23.6K,? 85.6K,2013,https://high-mobility.com/
277,,& Logistics,,,,,,
278,Airobot,CleanTech,"B2B, B2C",5,? 23.4K,? 189K,2013,www.airobot.ee
279,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
280,,,model,count 2Q,taxes 2Q,2Q,founded,
281,Snabb,Business,B2B,7,? 23.4K,? 266.8K,2015,https://barking.ee/
282,,software & HR,,,,,,
283,SPEAKLY,EdTech,"B2B, B2C",19,? 23.3K,? 148.5K,2018,https://www.speakly.me
284,Siffi,"HealthTech, Life","B2B,",7,? 23.3K,? 54.9K,2018,www.siffi.com
285,,sciences &,B2B2C,,,,,
286,,Wellness,,,,,,
287,Lydian,AdTech &,"B2B,",8,? 23.3K,? 50.2K,2018,getlydian.com
288,,Creative Tech,B2B2C,,,,,
289,Hygify,"HealthTech, Life","B2B,",9,? 23.3K,? 81.5K,2018,www.hygify.info
290,,sciences &,B2B2C,,,,,
291,,Wellness,,,,,,
292,FoodDocs,AgTech &,B2B,8,? 23.1K,? 45.7K,2017,www.fooddocs.com
293,,FoodTech,,,,,,
294,PDF Generator API,Business,B2B,3,? 22.7K,? 115K,2012,https://pdfgeneratorapi.com/
295,,software & HR,,,,,,
296,Antegenes,"HealthTech, Life","B2B, B2C,",9,? 22.4K,? 12.3K,2018,www.antegenes.com
297,,sciences &,B2B2C,,,,,
298,,Wellness,,,,,,
299,Crowdestate,FinTech,"B2B, B2C",5,? 22.3K,? 229.4K,2019,www.crowdestate.eu
300,Avokaado,Business,"B2B, B2C",7,? 22K,? 45K,2015,www.avokaado.com
301,,software & HR,,,,,,
302,Promoty,AdTech &,B2B,9,? 21.9K,? 128.6K,2017,https://www.promoty.io
303,,Creative Tech,,,,,,
304,Modern Mobility,Transportation,"B2G, B2C",8,? 21.2K,? 32.2K,2018,https://www.modernmobility.eu/
305,,& Logistics,,,,,,
306,Wert,FinTech,"B2B,",4,? 21.1K,-,2020,wert.io
307,,,B2B2C,,,,,
308,Planet42,FinTech,"B2C,",4,? 20.7K,? 674,2017,www.planet42.com
309,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
310,,,model,count 2Q,taxes 2Q,2Q,founded,
311,,,B2B2C,,,,,
312,LoQuiz,TravelTech,B2B,6,? 20.6K,? 165.8K,2011,loquiz.com
313,Hausing,PropTech &,"B2B, B2C,",2,? 20.6K,? 14.4K,2017,www.hausing.ee
314,,Construction,B2B2C,,,,,
315,Kriptomat,FinTech,B2C,5,? 20.5K,? 504.9K,2018,https://kriptomat.io/
316,Aeon Must Die! by,Gaming,"B2B, B2C,",11,? 20.3K,? 39.5K,2016,http://limestone-games.com
317,Limestone Games Plc,,B2B2C,,,,,
318,Haut.AI,"HealthTech, Life","B2B,",4,? 19.7K,? 162.2K,2018,https://haut.ai/
319,,sciences &,B2B2C,,,,,
320,,Wellness,,,,,,
321,Moderan Solutions,PropTech &,B2B,7,? 19.6K,? 33.4K,2015,https://www.moderansolutions.com
322,,Construction,,,,,,
323,99math,EdTech,"B2C,",7,? 19.6K,-,2019,www.99math.com
324,,,B2B2C,,,,,
325,Spaceit,SpaceTech,"B2B,",3,? 19.2K,? 1.9K,2015,https://www.spaceit.eu/
326,,,B2B2C,,,,,
327,Autobahn,Transportation,"B2B,",5,? 19.2K,? 84.8K,2013,www.autobahn.tech
328,,& Logistics,B2B2C,,,,,
329,Superhands,CleanTech,"B2B, B2C,",9,? 19.1K,? 74.5K,2014,https://superhands.ee/en/
330,,,B2B2C,,,,,
331,shoproller,AdTech &,-,5,? 18.9K,? 82.1K,2012,http://www.shoproller.ee/
332,,Creative Tech,,,,,,
333,LightCode Photonics,Advanced,B2B,6,? 18.5K,? 2.1K,2020,www.lightcodephotonics.com
334,,Manufacturing,,,,,,
335,,& Industry,,,,,,
336,Modash,AdTech &,B2B,6,? 18.5K,? 178.3K,2018,https://www.modash.io/
337,,Creative Tech,,,,,,
338,ParcelSea,Transportation,"B2B, B2C,",5,? 18.4K,? 632,2020,https://parcelsea.com/en
339,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
340,,,model,count 2Q,taxes 2Q,2Q,founded,
341,,& Logistics,B2B2C,,,,,
342,Mediamodifier,AdTech &,"B2B, B2C,",8,? 18.4K,? 121K,2019,https://mediamodifier.com
343,,Creative Tech,B2B2C,,,,,
344,Relancer,Business,B2B,5,? 18.3K,? 13.7K,2020,https://relancer.com
345,,software & HR,,,,,,
346,Degritter,Consumer,B2B2C,9,? 18.2K,? 794.7K,2015,https://degritter.com
347,,products and,,,,,,
348,,services,,,,,,
349,Gridio,CleanTech,"B2C,",4,? 18.1K,? 10.6K,2018,https://gridio.io/en
350,,,B2B2C,,,,,
351,Nobe Cars,Advanced,"B2B, B2G,",5,? 18K,? 21.8K,2017,www.mynobe.com
352,,Manufacturing,C2C,,,,,
353,,& Industry,,,,,,
354,Envoice,FinTech,-,8,? 17.2K,? 81.6K,2015,https://envoice.eu/et/
355,Scanbro,Advanced,B2B,3,? 17.1K,? 36.8K,2017,https://scanbro.com
356,,Manufacturing,,,,,,
357,,& Industry,,,,,,
358,Hanse Digital Access,FinTech,B2B2C,5,? 17.1K,? 2.3K,2018,www.hansedigitalaccess.com
359,Gratitude Services,Consumer,"B2B, B2C",12,? 17.1K,? 76.5K,2019,https://gratitudeservices.com
360,,products and,,,,,,
361,,services,,,,,,
362,GuestJoy,TravelTech,"B2B,",7,? 17K,? 73.1K,2014,https://guestjoy.com/
363,,,B2B2C,,,,,
364,Futuclass,EdTech,"B2G, B2C,",6,? 17K,? 5.8K,2019,www.futuclass.com
365,,,B2B2C,,,,,
366,Teamweek,Business,-,3,? 17K,? 387.2K,2017,https://teamweek.com/
367,,software & HR,,,,,,
368,BLE Locking,Consumer,"B2B, B2C,",5,? 16.8K,? 84.7K,2018,www.blelocking.com
369,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
370,,,model,count 2Q,taxes 2Q,2Q,founded,
371,,products and,B2B2C,,,,,
372,,services,,,,,,
373,Overstep by Gamecan,Gaming,"B2B, B2C",15,? 16.8K,? 80.6K,2015,www.overstepgame.com
374,Rexplorer,CleanTech,"B2B, B2C",6,? 16.6K,? 2.9K,2020,https://www.rexplorer.ee/
375,hi.com,FinTech,"B2B, B2C,",6,? 16.6K,? 830.1K,2020,hi.com
376,,,B2B2C,,,,,
377,Worksup,AdTech &,"B2B, B2G",3,? 16.5K,? 77.3K,2018,https://www.worksup.com/
378,,Creative Tech,,,,,,
379,Salto X,FinTech,B2B2C,4,? 16.5K,? 60.3K,2021,www.saltox.co
380,Viseven,Business,-,6,? 16.5K,? 4.9M,2014,https://viseven.com
381,,software & HR,,,,,,
382,ChatCreate,Business,"B2B,",-,? 16.3K,? 21.9K,2018,www.chatcreate.com
383,,software & HR,B2B2C,,,,,
384,CUPLOOP,CleanTech,"B2B,",6,? 16.2K,? 35.6K,2018,www.cuploop.com
385,,,B2B2C,,,,,
386,SoftComply,"HealthTech, Life",B2B,2,? 16.2K,? 40.4K,2016,https://softcomply.com/
387,,sciences &,,,,,,
388,,Wellness,,,,,,
389,Eliis,EdTech,"B2B, B2G,",7,? 16.1K,? 55.3K,2013,www.eliis.ee
390,,,B2C,,,,,
391,Sentinel,CyberTech,"B2B, B2G",7,? 15.8K,? 141.1K,2018,https://thesentinel.ai
392,Fusebox,CleanTech,"B2B,",3,? 15.4K,? 17.3K,2014,www.fusebox.energy
393,,,B2B2C,,,,,
394,guavaHR,Communication,B2B,5,? 15.4K,? 12K,2018,www.guavahr.com
395,Adovinci,AdTech &,B2B,7,? 15K,? 6.4K,2017,www.adovinci.com
396,,Creative Tech,,,,,,
397,Digital Sputnik,AdTech &,"B2B, B2C",10,? 14.8K,? 145.7K,2014,www.digitalsputnik.com
398,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
399,,,model,count 2Q,taxes 2Q,2Q,founded,
400,,Creative Tech,,,,,,
401,Outvio OU,Business,B2B2C,8,? 14.5K,? 554.1K,2017,https://outvio.com
402,,software & HR,,,,,,
403,GScan,Advanced,B2G,8,? 14.3K,? 39.3K,2018,https://gscan.eu
404,,Manufacturing,,,,,,
405,,& Industry,,,,,,
406,ExtendLaw OU,Business,B2B,4,? 14.2K,? 79.6K,2016,http://extendlaw.com/
407,,software & HR,,,,,,
408,PARSIQ,FinTech,"B2B, B2C",7,? 14.1K,? 389.8K,2018,https://www.parsiq.net/
409,Bidrento,PropTech &,B2B,5,? 14K,? 15.3K,2019,https://bidrento.com/
410,,Construction,,,,,,
411,Saunum,Consumer,B2C,2,? 13.9K,? 11.7K,2014,www.saunum.com
412,,products and,,,,,,
413,,services,,,,,,
414,makeitneutral,CleanTech,"B2B, B2C,",7,? 13.7K,? 10.4K,2021,makeitneutral.org
415,,,B2B2C,,,,,
416,Ignium,FinTech,"B2B,",4,? 13.6K,? 114.5K,2019,www.ignium.io
417,,,B2B2C,,,,,
418,ForPeeps Payments,FinTech,B2B2C,3,? 13.6K,? 14.1K,2018,https://forpeeps.eu
419,Investly,FinTech,B2B,4,? 13.5K,? 66.4K,2014,https://investly.co
420,Dexatel,Communication,"B2B,",2,? 13.1K,? 3.1M,2015,https://dexatel.com/
421,,,B2B2C,,,,,
422,SOMA Smart Home,Consumer,"B2B, B2C",7,? 12.8K,? 98.8K,2013,www.somasmarthome.com
423,,products and,,,,,,
424,,services,,,,,,
425,InstaComm,Business,B2B,3,? 12.6K,? 166.6K,2019,https://instacomm.de/
426,,software & HR,,,,,,
